Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   data_files/full_adder/full_adder2.dta
   Population Size:,   80
Number of Generations:,   5000
                 Phi 1:, 0.800
                 Phi 2:, 0.800
                  Vmax:, 3.000
Mutation Percentage:, 1.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   8
Columns in the Matrix:,   8
       Neighborhood:,   4
             Seed:,   1275077468
   Representation:, Integer B

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,53.82500000,58.00000000,48.00000000,'0 0 2 4 3 3 0 2 3 2 0 2 2 2 1 2 0 4 2 4 4 2 2 2 9 0 3 8 6 0 12 1 0 11 2 2 2 5 2 2 6 3 9 6 1 12 1 0 1 2 0 6 2 3 13 18 2 20 1 1 20 2 4 4 0 2 20 1 4 14 11 2 5 3 4 3 18 2 2 3 2 14 10 3 7 21 3 28 0 3 19 20 2 9 16 3 17 25 2 15 31 2 0 18 4 19 22 0 18 2 4 29 17 1 35 7 2 4 21 0 0 23 0 11 20 2 2 34 0 34 11 4 8 3 1 17 13 2 38 15 1 24 10 0 3 18 2 2 23 0 35 32 3 16 23 3 15 5 0 30 3 0 48 32 1 52 39 0 25 7 0 41 59 3 21 26 4 44 46 1 26 48 1 50 19 2 47 54 4 21 2 3 ,
1,55.35000000,58.00000000,52.00000000,'0 0 2 4 3 3 0 2 3 2 0 2 2 2 1 2 0 4 2 4 4 2 2 2 9 0 3 8 6 0 12 1 0 11 2 2 2 5 2 2 6 3 9 6 1 12 1 0 1 2 0 6 2 3 13 18 2 20 1 1 20 2 4 4 0 2 20 1 4 14 11 2 5 3 4 3 18 2 2 3 2 14 10 3 7 21 3 28 0 3 19 20 2 9 16 3 17 25 2 15 31 2 0 18 4 19 22 0 18 2 4 29 17 1 35 7 2 4 21 0 0 23 0 11 20 2 2 34 0 34 11 4 8 3 1 17 13 2 38 15 1 24 10 0 3 18 2 2 23 0 35 32 3 16 23 3 15 5 0 30 3 0 48 32 1 52 39 0 25 7 0 41 59 3 21 26 4 44 46 1 26 48 1 50 19 2 47 54 4 21 2 3 ,
2,55.97500000,58.00000000,54.00000000,'2 4 3 4 4 2 0 3 3 4 1 1 0 0 3 4 4 3 0 2 0 1 3 3 2 8 1 1 4 2 5 3 2 3 5 2 0 1 1 3 2 4 4 12 4 4 3 0 20 12 4 3 0 2 17 1 0 0 4 4 0 5 4 13 0 4 17 9 0 9 6 2 10 10 0 23 13 4 19 3 4 9 2 1 13 7 4 10 14 3 25 12 4 20 11 4 2 1 3 5 20 2 14 2 3 19 32 3 20 25 3 25 4 0 3 14 3 0 5 0 33 8 1 6 10 1 31 10 0 39 5 3 21 4 3 23 12 3 16 19 0 33 43 0 3 8 0 29 30 3 38 18 2 18 17 3 0 28 0 24 19 2 36 16 0 11 41 0 0 53 4 7 20 0 19 3 1 39 44 2 30 59 1 27 12 4 35 22 3 20 35 2 ,
3,57.15000000,68.00000000,54.00000000,'3 2 2 4 1 3 1 3 0 1 0 3 4 1 1 0 0 0 4 0 1 4 0 3 5 8 2 8 6 0 2 8 1 6 6 1 5 11 1 5 12 1 1 3 4 12 11 1 13 7 4 15 8 2 19 13 3 10 7 4 13 12 3 12 16 2 19 6 4 4 7 0 7 14 3 2 22 1 0 17 3 25 5 0 27 19 3 5 16 4 22 12 2 19 14 2 26 27 4 11 5 1 33 26 3 36 36 3 33 21 2 19 34 2 6 11 4 27 10 2 4 35 4 34 29 2 28 44 1 19 16 3 24 17 3 19 44 3 22 38 0 7 30 3 44 11 3 33 13 3 35 42 4 1 9 0 45 36 2 51 16 3 14 22 4 51 50 4 44 0 3 28 48 4 33 57 3 36 44 3 51 58 3 48 35 0 49 30 1 7 58 0 ,
4,57.75000000,68.00000000,54.00000000,'3 2 2 4 1 3 1 3 0 1 0 3 4 1 1 0 0 0 4 0 1 4 0 3 5 8 2 8 6 0 2 8 1 6 6 1 5 11 1 5 12 1 1 3 4 12 11 1 13 7 4 15 8 2 19 13 3 10 7 4 13 12 3 12 16 2 19 6 4 4 7 0 7 14 3 2 22 1 0 17 3 25 5 0 27 19 3 5 16 4 22 12 2 19 14 2 26 27 4 11 5 1 33 26 3 36 36 3 33 21 2 19 34 2 6 11 4 27 10 2 4 35 4 34 29 2 28 44 1 19 16 3 24 17 3 19 44 3 22 38 0 7 30 3 44 11 3 33 13 3 35 42 4 1 9 0 45 36 2 51 16 3 14 22 4 51 50 4 44 0 3 28 48 4 33 57 3 36 44 3 51 58 3 48 35 0 49 30 1 7 58 0 ,
5,58.20000000,68.00000000,54.00000000,'3 2 2 4 1 3 1 3 0 1 0 3 4 1 1 0 0 0 4 0 1 4 0 3 5 8 2 8 6 0 2 8 1 6 6 1 5 11 1 5 12 1 1 3 4 12 11 1 13 7 4 15 8 2 19 13 3 10 7 4 13 12 3 12 16 2 19 6 4 4 7 0 7 14 3 2 22 1 0 17 3 25 5 0 27 19 3 5 16 4 22 12 2 19 14 2 26 27 4 11 5 1 33 26 3 36 36 3 33 21 2 19 34 2 6 11 4 27 10 2 4 35 4 34 29 2 28 44 1 19 16 3 24 17 3 19 44 3 22 38 0 7 30 3 44 11 3 33 13 3 35 42 4 1 9 0 45 36 2 51 16 3 14 22 4 51 50 4 44 0 3 28 48 4 33 57 3 36 44 3 51 58 3 48 35 0 49 30 1 7 58 0 ,
6,59.00000000,68.00000000,54.00000000,'3 2 2 4 1 3 1 3 0 1 0 3 4 1 1 0 0 0 4 0 1 4 0 3 5 8 2 8 6 0 2 8 1 6 6 1 5 11 1 5 12 1 1 3 4 12 11 1 13 7 4 15 8 2 19 13 3 10 7 4 13 12 3 12 16 2 19 6 4 4 7 0 7 14 3 2 22 1 0 17 3 25 5 0 27 19 3 5 16 4 22 12 2 19 14 2 26 27 4 11 5 1 33 26 3 36 36 3 33 21 2 19 34 2 6 11 4 27 10 2 4 35 4 34 29 2 28 44 1 19 16 3 24 17 3 19 44 3 22 38 0 7 30 3 44 11 3 33 13 3 35 42 4 1 9 0 45 36 2 51 16 3 14 22 4 51 50 4 44 0 3 28 48 4 33 57 3 36 44 3 51 58 3 48 35 0 49 30 1 7 58 0 ,
7,59.25000000,68.00000000,54.00000000,'3 2 2 4 1 3 1 3 0 1 0 3 4 1 1 0 0 0 4 0 1 4 0 3 5 8 2 8 6 0 2 8 1 6 6 1 5 11 1 5 12 1 1 3 4 12 11 1 13 7 4 15 8 2 19 13 3 10 7 4 13 12 3 12 16 2 19 6 4 4 7 0 7 14 3 2 22 1 0 17 3 25 5 0 27 19 3 5 16 4 22 12 2 19 14 2 26 27 4 11 5 1 33 26 3 36 36 3 33 21 2 19 34 2 6 11 4 27 10 2 4 35 4 34 29 2 28 44 1 19 16 3 24 17 3 19 44 3 22 38 0 7 30 3 44 11 3 33 13 3 35 42 4 1 9 0 45 36 2 51 16 3 14 22 4 51 50 4 44 0 3 28 48 4 33 57 3 36 44 3 51 58 3 48 35 0 49 30 1 7 58 0 ,
8,59.55000000,68.00000000,56.00000000,'3 2 2 4 1 3 1 3 0 1 0 3 4 1 1 0 0 0 4 0 1 4 0 3 5 8 2 8 6 0 2 8 1 6 6 1 5 11 1 5 12 1 1 3 4 12 11 1 13 7 4 15 8 2 19 13 3 10 7 4 13 12 3 12 16 2 19 6 4 4 7 0 7 14 3 2 22 1 0 17 3 25 5 0 27 19 3 5 16 4 22 12 2 19 14 2 26 27 4 11 5 1 33 26 3 36 36 3 33 21 2 19 34 2 6 11 4 27 10 2 4 35 4 34 29 2 28 44 1 19 16 3 24 17 3 19 44 3 22 38 0 7 30 3 44 11 3 33 13 3 35 42 4 1 9 0 45 36 2 51 16 3 14 22 4 51 50 4 44 0 3 28 48 4 33 57 3 36 44 3 51 58 3 48 35 0 49 30 1 7 58 0 ,
9,59.75000000,68.00000000,56.00000000,'3 2 2 4 1 3 1 3 0 1 0 3 4 1 1 0 0 0 4 0 1 4 0 3 5 8 2 8 6 0 2 8 1 6 6 1 5 11 1 5 12 1 1 3 4 12 11 1 13 7 4 15 8 2 19 13 3 10 7 4 13 12 3 12 16 2 19 6 4 4 7 0 7 14 3 2 22 1 0 17 3 25 5 0 27 19 3 5 16 4 22 12 2 19 14 2 26 27 4 11 5 1 33 26 3 36 36 3 33 21 2 19 34 2 6 11 4 27 10 2 4 35 4 34 29 2 28 44 1 19 16 3 24 17 3 19 44 3 22 38 0 7 30 3 44 11 3 33 13 3 35 42 4 1 9 0 45 36 2 51 16 3 14 22 4 51 50 4 44 0 3 28 48 4 33 57 3 36 44 3 51 58 3 48 35 0 49 30 1 7 58 0 ,
