Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   data_files/full_adder/full_adder2.dta
   Population Size:,   80
Number of Generations:,   5000
                 Phi 1:, 0.800
                 Phi 2:, 0.800
                  Vmax:, 3.000
Mutation Percentage:, 2.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   8
Columns in the Matrix:,   8
       Neighborhood:,   4
             Seed:,   2902965108
   Representation:, Integer B

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,54.27500000,60.00000000,48.00000000,'0 2 0 4 2 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 0 4 0 10 11 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 2 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 33 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 7 8 4 21 11 2 2 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 20 9 0 42 22 3 17 9 1 14 40 3 16 13 3 48 9 1 5 56 0 60 28 2 54 36 4 24 22 1 10 23 2 44 6 0 31 25 2 19 20 2 ,
1,56.60000000,64.00000000,52.00000000,'4 4 4 4 0 0 1 3 0 2 1 4 0 0 0 3 1 0 3 2 2 0 4 0 6 5 3 8 6 2 5 4 4 1 0 4 6 11 4 11 7 2 9 10 0 9 6 2 18 10 3 1 0 4 10 14 1 7 15 3 1 19 2 15 20 4 0 19 0 14 11 0 16 23 3 23 12 1 6 8 1 0 7 3 21 19 1 14 2 3 15 13 4 5 12 0 5 19 0 3 10 1 5 3 3 19 2 1 32 36 2 27 28 3 36 31 3 20 31 4 19 9 0 0 22 0 5 30 1 7 2 0 39 20 4 30 43 4 26 41 0 17 19 3 0 7 1 37 51 3 50 50 0 46 17 4 14 3 0 37 6 4 19 39 2 33 26 0 20 56 2 34 49 4 10 59 2 13 16 2 60 4 1 2 0 0 3 46 2 45 33 2 ,
2,56.97500000,64.00000000,52.00000000,'4 4 4 4 0 0 1 3 0 2 1 4 0 0 0 3 1 0 3 2 2 0 4 0 6 5 3 8 6 2 5 4 4 1 0 4 6 11 4 11 7 2 9 10 0 9 6 2 18 10 3 1 0 4 10 14 1 7 15 3 1 19 2 15 20 4 0 19 0 14 11 0 16 23 3 23 12 1 6 8 1 0 7 3 21 19 1 14 2 3 15 13 4 5 12 0 5 19 0 3 10 1 5 3 3 19 2 1 32 36 2 27 28 3 36 31 3 20 31 4 19 9 0 0 22 0 5 30 1 7 2 0 39 20 4 30 43 4 26 41 0 17 19 3 0 7 1 37 51 3 50 50 0 46 17 4 14 3 0 37 6 4 19 39 2 33 26 0 20 56 2 34 49 4 10 59 2 13 16 2 60 4 1 2 0 0 3 46 2 45 33 2 ,
3,57.96250000,64.00000000,52.00000000,'4 4 4 4 0 0 1 3 0 2 1 4 0 0 0 3 1 0 3 2 2 0 4 0 6 5 3 8 6 2 5 4 4 1 0 4 6 11 4 11 7 2 9 10 0 9 6 2 18 10 3 1 0 4 10 14 1 7 15 3 1 19 2 15 20 4 0 19 0 14 11 0 16 23 3 23 12 1 6 8 1 0 7 3 21 19 1 14 2 3 15 13 4 5 12 0 5 19 0 3 10 1 5 3 3 19 2 1 32 36 2 27 28 3 36 31 3 20 31 4 19 9 0 0 22 0 5 30 1 7 2 0 39 20 4 30 43 4 26 41 0 17 19 3 0 7 1 37 51 3 50 50 0 46 17 4 14 3 0 37 6 4 19 39 2 33 26 0 20 56 2 34 49 4 10 59 2 13 16 2 60 4 1 2 0 0 3 46 2 45 33 2 ,
4,58.17500000,64.00000000,52.00000000,'4 4 4 4 0 0 1 3 0 2 1 4 0 0 0 3 1 0 3 2 2 0 4 0 6 5 3 8 6 2 5 4 4 1 0 4 6 11 4 11 7 2 9 10 0 9 6 2 18 10 3 1 0 4 10 14 1 7 15 3 1 19 2 15 20 4 0 19 0 14 11 0 16 23 3 23 12 1 6 8 1 0 7 3 21 19 1 14 2 3 15 13 4 5 12 0 5 19 0 3 10 1 5 3 3 19 2 1 32 36 2 27 28 3 36 31 3 20 31 4 19 9 0 0 22 0 5 30 1 7 2 0 39 20 4 30 43 4 26 41 0 17 19 3 0 7 1 37 51 3 50 50 0 46 17 4 14 3 0 37 6 4 19 39 2 33 26 0 20 56 2 34 49 4 10 59 2 13 16 2 60 4 1 2 0 0 3 46 2 45 33 2 ,
5,58.67500000,64.00000000,52.00000000,'3 2 3 3 4 1 0 3 3 4 3 3 3 1 2 2 1 2 0 0 1 2 2 1 5 7 2 12 11 2 3 9 4 8 3 4 3 12 3 10 5 1 5 9 0 11 8 1 12 6 0 14 15 4 11 11 0 4 15 2 16 11 4 17 4 2 11 1 4 9 19 4 12 15 2 2 8 3 23 7 0 23 3 2 9 22 3 26 10 4 1 16 4 0 7 1 3 35 0 16 10 3 1 30 2 19 18 3 14 2 0 35 12 3 32 21 3 34 33 2 23 2 3 24 34 3 34 6 3 43 42 0 43 4 3 6 16 0 31 17 3 28 10 3 33 27 4 34 42 4 7 15 4 20 6 4 27 43 3 2 18 3 18 2 4 13 13 4 50 28 2 10 11 4 42 13 3 51 26 2 58 54 1 20 44 2 37 49 0 31 12 4 ,
6,58.85000000,64.00000000,54.00000000,'3 2 3 3 4 1 0 3 3 4 3 3 3 1 2 2 1 2 0 0 1 2 2 1 5 7 2 12 11 2 3 9 4 8 3 4 3 12 3 10 5 1 5 9 0 11 8 1 12 6 0 14 15 4 11 11 0 4 15 2 16 11 4 17 4 2 11 1 4 9 19 4 12 15 2 2 8 3 23 7 0 23 3 2 9 22 3 26 10 4 1 16 4 0 7 1 3 35 0 16 10 3 1 30 2 19 18 3 14 2 0 35 12 3 32 21 3 34 33 2 23 2 3 24 34 3 34 6 3 43 42 0 43 4 3 6 16 0 31 17 3 28 10 3 33 27 4 34 42 4 7 15 4 20 6 4 27 43 3 2 18 3 18 2 4 13 13 4 50 28 2 10 11 4 42 13 3 51 26 2 58 54 1 20 44 2 37 49 0 31 12 4 ,
7,59.02500000,64.00000000,54.00000000,'3 2 3 3 4 1 0 3 3 4 3 3 3 1 2 2 1 2 0 0 1 2 2 1 5 7 2 12 11 2 3 9 4 8 3 4 3 12 3 10 5 1 5 9 0 11 8 1 12 6 0 14 15 4 11 11 0 4 15 2 16 11 4 17 4 2 11 1 4 9 19 4 12 15 2 2 8 3 23 7 0 23 3 2 9 22 3 26 10 4 1 16 4 0 7 1 3 35 0 16 10 3 1 30 2 19 18 3 14 2 0 35 12 3 32 21 3 34 33 2 23 2 3 24 34 3 34 6 3 43 42 0 43 4 3 6 16 0 31 17 3 28 10 3 33 27 4 34 42 4 7 15 4 20 6 4 27 43 3 2 18 3 18 2 4 13 13 4 50 28 2 10 11 4 42 13 3 51 26 2 58 54 1 20 44 2 37 49 0 31 12 4 ,
8,59.30000000,64.00000000,56.00000000,'3 2 3 3 4 1 0 3 3 4 3 3 3 1 2 2 1 2 0 0 1 2 2 1 5 7 2 12 11 2 3 9 4 8 3 4 3 12 3 10 5 1 5 9 0 11 8 1 12 6 0 14 15 4 11 11 0 4 15 2 16 11 4 17 4 2 11 1 4 9 19 4 12 15 2 2 8 3 23 7 0 23 3 2 9 22 3 26 10 4 1 16 4 0 7 1 3 35 0 16 10 3 1 30 2 19 18 3 14 2 0 35 12 3 32 21 3 34 33 2 23 2 3 24 34 3 34 6 3 43 42 0 43 4 3 6 16 0 31 17 3 28 10 3 33 27 4 34 42 4 7 15 4 20 6 4 27 43 3 2 18 3 18 2 4 13 13 4 50 28 2 10 11 4 42 13 3 51 26 2 58 54 1 20 44 2 37 49 0 31 12 4 ,
9,59.42500000,64.00000000,56.00000000,'3 2 3 3 4 1 0 3 3 4 3 3 3 1 2 2 1 2 0 0 1 2 2 1 5 7 2 12 11 2 3 9 4 8 3 4 3 12 3 10 5 1 5 9 0 11 8 1 12 6 0 14 15 4 11 11 0 4 15 2 16 11 4 17 4 2 11 1 4 9 19 4 12 15 2 2 8 3 23 7 0 23 3 2 9 22 3 26 10 4 1 16 4 0 7 1 3 35 0 16 10 3 1 30 2 19 18 3 14 2 0 35 12 3 32 21 3 34 33 2 23 2 3 24 34 3 34 6 3 43 42 0 43 4 3 6 16 0 31 17 3 28 10 3 33 27 4 34 42 4 7 15 4 20 6 4 27 43 3 2 18 3 18 2 4 13 13 4 50 28 2 10 11 4 42 13 3 51 26 2 58 54 1 20 44 2 37 49 0 31 12 4 ,
