Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   data_files/full_adder/full_adder2.dta
   Population Size:,   80
Number of Generations:,   5000
                 Phi 1:, 0.800
                 Phi 2:, 0.800
                  Vmax:, 3.000
Mutation Percentage:, 2.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   8
Columns in the Matrix:,   8
       Neighborhood:,   4
             Seed:,   2909883408
   Representation:, Integer B

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,54.27500000,60.00000000,48.00000000,'0 2 0 4 2 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 0 4 0 10 11 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 2 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 33 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 7 8 4 21 11 2 2 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 20 9 0 42 22 3 17 9 1 14 40 3 16 13 3 48 9 1 5 56 0 60 28 2 54 36 4 24 22 1 10 23 2 44 6 0 31 25 2 19 20 2 ,
1,55.45000000,60.00000000,52.00000000,'0 2 1 4 2 0 3 3 4 4 4 2 4 1 2 1 2 1 3 4 3 0 4 4 10 11 0 9 5 3 3 1 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 12 2 2 10 13 2 12 9 1 7 15 2 5 15 0 5 20 4 6 8 3 16 15 4 15 28 4 6 26 3 28 15 3 5 18 2 2 24 2 13 18 4 34 33 4 34 26 3 29 2 3 24 18 4 23 3 3 36 2 1 7 8 0 21 11 2 2 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 20 9 1 42 22 0 17 9 1 14 40 3 16 13 3 48 9 1 5 49 0 60 28 2 54 36 4 24 22 1 10 23 2 44 6 0 31 25 0 19 20 2 ,
2,56.32500000,60.00000000,52.00000000,'0 2 1 4 2 0 3 3 4 4 4 2 4 1 2 1 2 1 3 4 3 0 4 4 10 11 0 9 5 3 3 1 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 12 2 2 10 13 2 12 9 1 7 15 2 5 15 0 5 20 4 6 8 3 16 15 4 15 28 4 6 26 3 28 15 3 5 18 2 2 24 2 13 18 4 34 33 4 34 26 3 29 2 3 24 18 4 23 3 3 36 2 1 7 8 0 21 11 2 2 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 20 9 1 42 22 0 17 9 1 14 40 3 16 13 3 48 9 1 5 49 0 60 28 2 54 36 4 24 22 1 10 23 2 44 6 0 31 25 0 19 20 2 ,
3,56.45000000,60.00000000,52.00000000,'0 2 1 4 2 0 3 3 4 4 4 2 4 1 2 1 2 1 3 4 3 0 4 4 10 11 0 9 5 3 3 1 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 12 2 2 10 13 2 12 9 1 7 15 2 5 15 0 5 20 4 6 8 3 16 15 4 15 28 4 6 26 3 28 15 3 5 18 2 2 24 2 13 18 4 34 33 4 34 26 3 29 2 3 24 18 4 23 3 3 36 2 1 7 8 0 21 11 2 2 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 20 9 1 42 22 0 17 9 1 14 40 3 16 13 3 48 9 1 5 49 0 60 28 2 54 36 4 24 22 1 10 23 2 44 6 0 31 25 0 19 20 2 ,
4,56.96250000,62.00000000,54.00000000,'0 2 0 4 1 0 3 3 4 4 4 2 0 1 2 1 2 1 3 4 3 0 4 0 10 11 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 2 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 32 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 8 8 4 21 11 2 15 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 45 9 0 42 22 3 17 9 1 15 40 3 52 13 3 48 9 1 5 56 0 60 28 2 54 36 4 24 22 1 10 23 2 44 6 0 31 25 2 19 20 2 ,
5,58.10000000,72.00000000,54.00000000,'0 2 0 4 1 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 4 4 0 10 1 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 3 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 32 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 8 8 4 21 11 2 15 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 45 9 0 42 22 3 17 9 1 15 40 3 52 13 3 48 9 4 5 56 0 60 60 2 54 36 4 46 22 1 10 23 2 44 6 0 31 25 2 19 20 2 ,
6,58.27500000,72.00000000,54.00000000,'0 2 0 4 1 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 4 4 0 10 1 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 3 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 32 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 8 8 4 21 11 2 15 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 45 9 0 42 22 3 17 9 1 15 40 3 52 13 3 48 9 4 5 56 0 60 60 2 54 36 4 46 22 1 10 23 2 44 6 0 31 25 2 19 20 2 ,
7,58.51250000,72.00000000,54.00000000,'0 2 0 4 1 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 4 4 0 10 1 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 3 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 32 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 8 8 4 21 11 2 15 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 45 9 0 42 22 3 17 9 1 15 40 3 52 13 3 48 9 4 5 56 0 60 60 2 54 36 4 46 22 1 10 23 2 44 6 0 31 25 2 19 20 2 ,
8,59.03750000,72.00000000,54.00000000,'0 2 0 4 1 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 4 4 0 10 1 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 3 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 32 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 8 8 4 21 11 2 15 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 24 2 0 27 4 0 14 1 39 39 2 30 19 3 45 9 0 42 22 3 17 9 1 15 40 3 52 13 3 48 9 4 5 56 0 60 60 2 54 36 4 46 22 1 10 23 2 44 6 2 31 25 2 19 20 2 ,
9,59.21250000,72.00000000,54.00000000,'0 2 0 4 1 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 4 4 0 10 1 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 3 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 32 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 8 8 4 21 11 2 15 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 24 2 0 27 4 0 14 1 39 39 2 30 19 3 45 9 0 42 22 3 17 9 1 15 40 3 52 13 3 48 9 4 5 56 0 60 60 2 54 36 4 46 22 1 10 23 2 44 6 2 31 25 2 19 20 2 ,
