Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   data_files/full_adder/full_adder2.dta
   Population Size:,   80
Number of Generations:,   5000
                 Phi 1:, 0.800
                 Phi 2:, 0.800
                  Vmax:, 3.000
Mutation Percentage:, 1.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   8
Columns in the Matrix:,   8
       Neighborhood:,   8
             Seed:,   4040624844
   Representation:, Integer B

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,56.26250000,64.00000000,52.00000000,'4 0 2 1 4 4 3 3 2 3 4 4 4 4 1 1 4 3 3 0 2 4 4 4 7 7 3 12 9 0 5 3 0 10 2 3 9 9 2 9 3 1 10 2 2 10 8 2 9 2 2 20 8 0 1 2 0 7 13 0 8 3 0 10 13 2 18 9 2 7 6 1 17 21 2 28 3 1 1 5 2 23 2 3 28 26 3 12 20 2 15 20 2 11 24 2 35 20 3 26 32 1 31 8 1 35 36 4 22 19 4 25 32 0 36 3 3 27 25 3 24 37 0 26 42 0 13 2 2 10 35 3 22 21 2 28 41 4 5 36 1 42 9 3 21 51 0 4 34 4 36 13 2 10 33 2 30 5 4 1 10 1 33 6 3 45 3 4 30 2 0 16 50 3 28 1 2 48 54 1 21 38 4 22 47 3 49 42 2 42 41 1 ,
1,58.60000000,64.00000000,56.00000000,'4 0 2 1 4 4 3 3 2 0 0 4 4 4 1 1 4 3 3 1 2 4 4 4 7 7 3 12 9 0 5 3 0 10 2 3 9 9 2 9 3 0 10 2 2 10 8 2 9 2 2 20 8 0 1 2 0 7 13 0 8 3 0 10 13 2 18 9 2 7 6 1 17 14 2 28 3 1 8 5 2 22 2 3 28 26 3 12 20 2 15 20 2 11 24 2 35 20 1 26 32 1 31 8 1 35 36 4 22 19 4 25 32 0 36 3 3 27 25 3 24 37 0 26 3 4 13 2 2 10 4 3 22 21 2 28 41 4 5 36 0 42 9 3 21 51 0 4 34 4 36 13 2 10 33 2 30 5 4 1 10 1 33 6 3 8 3 4 30 2 0 16 50 3 28 1 2 48 54 1 55 38 4 22 47 3 49 42 2 42 41 1 ,
2,60.10000000,64.00000000,56.00000000,'4 0 2 1 4 4 3 3 2 0 0 4 4 4 0 1 0 3 3 0 2 4 4 4 7 7 3 12 2 0 5 3 0 10 2 3 9 9 2 9 3 0 10 2 2 10 8 2 9 2 2 11 8 1 1 2 1 7 13 1 8 3 0 10 13 2 18 9 2 7 6 1 17 21 2 18 3 1 8 5 2 16 2 3 7 2 3 12 20 2 15 20 2 11 8 2 18 20 0 26 32 1 31 8 1 35 16 4 22 19 4 25 32 0 25 3 3 27 25 3 15 37 0 26 42 2 4 2 2 10 28 3 22 21 2 9 23 4 5 6 0 42 9 3 21 45 0 4 14 4 23 13 2 3 33 2 30 5 4 1 10 1 22 6 3 39 3 0 0 2 0 55 50 3 28 1 2 48 18 1 55 38 4 22 47 3 10 42 2 15 41 1 ,
3,60.50000000,64.00000000,56.00000000,'4 0 2 1 4 4 3 3 2 0 0 4 4 4 0 1 0 3 3 0 2 4 4 4 7 7 3 12 2 0 5 3 0 10 2 3 9 9 2 9 3 0 10 2 2 10 8 2 9 2 2 11 8 1 1 2 1 7 13 1 8 3 0 10 13 2 18 9 2 7 6 1 17 21 2 18 3 1 8 5 2 16 2 3 7 2 3 12 20 2 15 20 2 11 8 2 18 20 0 26 32 1 31 8 1 35 16 4 22 19 4 25 32 0 25 3 3 27 25 3 15 37 0 26 42 2 4 2 2 10 28 3 22 21 2 9 23 4 5 6 0 42 9 3 21 45 0 4 14 4 23 13 2 3 33 2 30 5 4 1 10 1 22 6 3 39 3 0 0 2 0 55 50 3 28 1 2 48 18 1 55 38 4 22 47 3 10 42 2 15 41 1 ,
4,61.20000000,64.00000000,56.00000000,'4 0 2 1 4 4 3 3 2 0 0 4 4 4 0 1 0 3 3 0 2 4 4 4 7 7 3 12 2 0 5 3 0 10 2 3 9 9 2 9 3 0 10 2 2 10 8 2 9 2 2 11 8 1 1 2 1 7 13 1 8 3 0 10 13 2 18 9 2 7 6 1 17 21 2 18 3 1 8 5 2 16 2 3 7 2 3 12 20 2 15 20 2 11 8 2 18 20 0 26 32 1 31 8 1 35 16 4 22 19 4 25 32 0 25 3 3 27 25 3 15 37 0 26 42 2 4 2 2 10 28 3 22 21 2 9 23 4 5 6 0 42 9 3 21 45 0 4 14 4 23 13 2 3 33 2 30 5 4 1 10 1 22 6 3 39 3 0 0 2 0 55 50 3 28 1 2 48 18 1 55 38 4 22 47 3 10 42 2 15 41 1 ,
5,61.50000000,64.00000000,58.00000000,'4 0 2 1 4 4 3 3 2 0 0 4 4 4 0 1 0 3 3 0 2 4 4 4 7 7 3 12 2 0 5 3 0 10 2 3 9 9 2 9 3 0 10 2 2 10 8 2 9 2 2 11 8 1 1 2 1 7 13 1 8 3 0 10 13 2 18 9 2 7 6 1 17 21 2 18 3 1 8 5 2 16 2 3 7 2 3 12 20 2 15 20 2 11 8 2 18 20 0 26 32 1 31 8 1 35 16 4 22 19 4 25 32 0 25 3 3 27 25 3 15 37 0 26 42 2 4 2 2 10 28 3 22 21 2 9 23 4 5 6 0 42 9 3 21 45 0 4 14 4 23 13 2 3 33 2 30 5 4 1 10 1 22 6 3 39 3 0 0 2 0 55 50 3 28 1 2 48 18 1 55 38 4 22 47 3 10 42 2 15 41 1 ,
6,61.85000000,64.00000000,58.00000000,'4 0 2 1 4 4 3 3 2 0 0 4 4 4 0 1 0 3 3 0 2 4 4 4 7 7 3 12 2 0 5 3 0 10 2 3 9 9 2 9 3 0 10 2 2 10 8 2 9 2 2 11 8 1 1 2 1 7 13 1 8 3 0 10 13 2 18 9 2 7 6 1 17 21 2 18 3 1 8 5 2 16 2 3 7 2 3 12 20 2 15 20 2 11 8 2 18 20 0 26 32 1 31 8 1 35 16 4 22 19 4 25 32 0 25 3 3 27 25 3 15 37 0 26 42 2 4 2 2 10 28 3 22 21 2 9 23 4 5 6 0 42 9 3 21 45 0 4 14 4 23 13 2 3 33 2 30 5 4 1 10 1 22 6 3 39 3 0 0 2 0 55 50 3 28 1 2 48 18 1 55 38 4 22 47 3 10 42 2 15 41 1 ,
7,62.00000000,64.00000000,58.00000000,'4 0 2 1 4 4 3 3 2 0 0 4 4 4 0 1 0 3 3 0 2 4 4 4 7 7 3 12 2 0 5 3 0 10 2 3 9 9 2 9 3 0 10 2 2 10 8 2 9 2 2 11 8 1 1 2 1 7 13 1 8 3 0 10 13 2 18 9 2 7 6 1 17 21 2 18 3 1 8 5 2 16 2 3 7 2 3 12 20 2 15 20 2 11 8 2 18 20 0 26 32 1 31 8 1 35 16 4 22 19 4 25 32 0 25 3 3 27 25 3 15 37 0 26 42 2 4 2 2 10 28 3 22 21 2 9 23 4 5 6 0 42 9 3 21 45 0 4 14 4 23 13 2 3 33 2 30 5 4 1 10 1 22 6 3 39 3 0 0 2 0 55 50 3 28 1 2 48 18 1 55 38 4 22 47 3 10 42 2 15 41 1 ,
8,62.02500000,64.00000000,58.00000000,'4 0 2 1 4 4 3 3 2 0 0 4 4 4 0 1 0 3 3 0 2 4 4 4 7 7 3 12 2 0 5 3 0 10 2 3 9 9 2 9 3 0 10 2 2 10 8 2 9 2 2 11 8 1 1 2 1 7 13 1 8 3 0 10 13 2 18 9 2 7 6 1 17 21 2 18 3 1 8 5 2 16 2 3 7 2 3 12 20 2 15 20 2 11 8 2 18 20 0 26 32 1 31 8 1 35 16 4 22 19 4 25 32 0 25 3 3 27 25 3 15 37 0 26 42 2 4 2 2 10 28 3 22 21 2 9 23 4 5 6 0 42 9 3 21 45 0 4 14 4 23 13 2 3 33 2 30 5 4 1 10 1 22 6 3 39 3 0 0 2 0 55 50 3 28 1 2 48 18 1 55 38 4 22 47 3 10 42 2 15 41 1 ,
9,62.65000000,66.00000000,58.00000000,'4 1 4 0 3 2 1 4 4 2 4 4 0 2 1 3 3 0 4 0 4 1 2 1 10 2 1 6 12 3 9 6 3 1 8 0 11 6 0 5 9 2 4 2 3 11 3 3 11 14 2 0 2 2 2 1 4 9 6 2 13 5 4 14 13 1 20 17 0 2 3 3 11 23 1 27 13 2 14 12 2 19 11 1 28 11 3 23 25 3 6 8 0 15 18 0 32 35 2 32 34 3 25 4 1 12 36 2 13 11 1 8 27 1 19 9 4 3 26 1 44 34 3 11 37 3 12 22 4 3 9 2 37 44 0 30 16 0 41 4 1 24 33 1 32 50 4 46 51 4 32 35 3 14 29 2 18 51 3 48 37 2 28 31 4 47 52 2 15 40 3 44 57 2 58 5 1 23 32 0 58 10 3 57 50 0 52 60 3 54 33 0 ,
