Centro de Investigación y de Estudios Avanzados del IPN,,,,,,,,,
Design of Combinational Logic Circuits using Particle Swarm Optimization,,,,,,,,,
Department of Electrical Engineering - Computing Section,,,,,,,,,
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx,,,,,,,,,
,,,,,,,,,
Statistics of the results obtained in all program runs,,,,,,,,,
,,,,,,,,,
     Processed File:,   data_files/experiment2.dta,,,,,,,,
   Population Size:,200,,,,,,,,
Number of Generations:,1000,,,,,,,,
                 Phi 1:,2,,,,,,,,
                 Phi 2:,2,,,,,,,,
                  Vmax:,4,,,,,,,,
Mutation Percentage:,2,,,,,,,,
  Number of Gates:,5,,,,,,,,
        Cardinality:,10,,,,,,,,
Rows in the Matrix:,5,,,,,,,,
Columns in the Matrix:,5,,,,,,,,
       Neighborhood:,3,,,,,,,,
   Representation:, Binary,,,,,,,,
,,,,,,,,,
Run,Mean Fitness,Generation,Best Chromosome,Fitness,Worst Chromosome,Fitness,Standard Deviation,Variance, Expression
0,13.172165,578,'100001110011110100001101000111010011000110101100011001111011110001011011000000111010000110111101100001011101101001100111010111001111011101110110101100101100001010000001110110000100101000010100111011110111111101101001000100010,15,'000001101000110011110110010011011110100100110100101100100111111110010110010010010111101000101111011101011100100111100110100011110000110110111010111100111011011100111110111101010010110110111111000000111111110101011100010000100,8,1.02257235,1.045654213,(NOT1 (OR1 (XOR1 (WIRE (XOR1 D B)) (OR1 (AND1 A B) (WIRE C))) (AND1 (OR1 (AND1 B A) (WIRE C)) (NOT1 (OR1 A B)))))
1,13.04107,960,'001010101011111010010010010011111001100001011110110111100101110100000110000111001111011111110110011101100100000100101011111111101110000100011100011110011110000111101001101111100010000111010101011011101110101000001110100110101,15,'111000010100110010010011011010111110110111001110001110001010110111111101100100100110100110111010000011101011110101000110111110001010111011011111110011001010111001000001100100111110101010010100011010100111010100000110010110111,8,1.07203697,1.149263255,(NOT1 (XOR1 (AND1 (NOT1 (NOT1 D)) (OR1 (WIRE A) (AND1 B C))) (NOT1 (OR1 (AND1 B C) (NOT1 C)))))
2,12.907355,425,'011000101001000010010110111011101110011000100111101100011010010111011010110100001010101000100100000001100101101011100110000011000010100011100011010111111001011101101010001010100001011001111100011100110101110110011000011110110,15,'011001011110010101001100010100100011011000001101001110011011111110000010000011100100110010000000110010101111110111000111101010000110011001001111001101011000001000111000111110100100001001100111100010100110110101110100110100010,8,1.0866609,1.180831904,(NOT1 (OR1 (AND1 (AND1 (NOT1 C) (AND1 D A)) (AND1 (NOT1 C) (AND1 D A))) (XOR1 (XOR1 (NOT1 C) (AND1 D A)) (OR1 (NOT1 B) (XOR1 D A)))))
3,12.956735,53,'111010111100001100101011000001001001001100110101011110011101001001110110110101100111001100010100011010101111100100000101101001101110110010111001001101010011010100101110000111101010001010100110001100011110101111111100000001100,14,'111100011011011001011001000101000110111111000000001101110011110001110100100001100100001010101100001011101011001001000000000010010010100000000101011011010010110111011000001010101001010110101010111101000110011110000100101011110,8,1.01540294,1.03104314,(XOR1 (NOT1 (NOT1 (OR1 (XOR1 A B) (XOR1 A B)))) (XOR1 (OR1 (OR1 (NOT1 C) (OR1 B B)) (OR1 (NOT1 C) (OR1 B B))) (AND1 (XOR1 (AND1 A D) (XOR1 A B)) (XOR1 (AND1 A D) (XOR1 A B)))))
4,12.951495,892,'001011100010000001101110110111110100110010110000111101100100001011111011010010001001110000110100000111111111110000101101010010010100101000001010011110010011111000001101000111110101001000100111101000101111110100101011100010000,29,'000001110010101101110011000000100001000011111101101011001100010110000011001110010110000110000001111100010000101100100001111100000101100110001111110101010111001101010010011010000001011110100001010001111010101100111000010101010,8,1.35426817,1.834042265,(XOR1 (NOT1 (NOT1 (AND1 (XOR1 B D) (OR1 A B)))) (NOT1 (AND1 (OR1 (OR1 B C) (OR1 B C)) (AND1 (OR1 C A) (OR1 C A)))))
5,13.135915,402,'011111111111001000110010100100010001000001000101101010011011001100000101010111010000100010101111001001000011011011100101110000101011110111000111011110011100101110011010001110100100010001100111100100101101101100110100001001001,15,'001001011110111111000110111101110100110011101101000111110010100000011000010010010010010011110101001001101110010100011101011000110010100101001111011001010011100001101101101111011010010101011101111100000110000010110110010100000,8,1.08997803,1.188052113,(XOR1 (OR1 (OR1 (NOT1 (NOT1 D)) (NOT1 (XOR1 B C))) (OR1 (NOT1 (NOT1 D)) (AND1 (AND1 A B) (NOT1 D)))) (WIRE (AND1 (NOT1 (NOT1 D)) (OR1 (OR1 A C) (OR1 A C)))))
