Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   data_files/full_adder/full_adder2.dta
   Population Size:,   80
Number of Generations:,   5000
                 Phi 1:, 0.800
                 Phi 2:, 0.800
                  Vmax:, 3.000
Mutation Percentage:, 2.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   8
Columns in the Matrix:,   8
       Neighborhood:,   4
             Seed:,   4060796844
   Representation:, Integer B

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,54.27500000,60.00000000,48.00000000,'0 2 0 4 2 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 0 4 0 10 11 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 2 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 33 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 7 8 4 21 11 2 2 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 20 9 0 42 22 3 17 9 1 14 40 3 16 13 3 48 9 1 5 56 0 60 28 2 54 36 4 24 22 1 10 23 2 44 6 0 31 25 2 19 20 2 ,
1,56.08750000,62.00000000,52.00000000,'0 2 1 4 3 0 3 2 4 4 4 2 4 1 2 1 2 1 3 4 3 2 4 0 10 11 0 9 5 3 3 7 2 7 11 0 6 0 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 2 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 2 15 0 5 18 2 2 24 2 13 18 4 34 33 2 34 26 3 29 2 1 24 18 4 23 3 3 36 2 1 7 8 4 9 11 2 2 4 2 13 30 4 34 44 4 26 40 0 1 1 3 20 1 2 0 27 4 0 14 1 39 52 2 30 19 4 20 9 1 42 22 3 17 9 1 14 40 0 16 13 3 48 9 1 5 56 0 60 28 2 54 36 4 24 26 1 10 23 2 44 6 0 31 25 0 19 20 2 ,
2,57.47500000,70.00000000,52.00000000,'0 1 4 0 0 0 3 3 4 0 1 3 0 3 0 4 0 3 4 0 4 0 3 4 9 10 0 5 7 1 12 4 4 1 4 0 10 5 0 10 5 3 7 3 3 9 2 2 0 15 2 20 5 0 7 2 4 2 19 1 11 11 2 16 13 2 8 0 1 18 19 3 21 25 1 12 21 0 27 15 4 28 2 0 23 11 4 18 4 1 11 5 4 14 1 4 19 17 0 29 17 1 27 36 0 10 9 1 32 19 4 29 31 2 22 34 4 4 31 3 16 32 0 33 44 4 33 41 4 41 28 2 27 26 0 31 12 3 1 22 4 26 8 4 51 44 3 34 20 4 16 33 4 21 42 4 25 48 1 17 49 3 39 48 0 18 49 1 27 53 1 38 33 0 35 30 4 32 49 4 21 8 3 49 47 1 55 22 2 58 5 2 ,
3,58.87500000,70.00000000,54.00000000,'0 1 4 0 0 0 3 3 4 0 1 3 0 3 0 4 0 3 4 0 4 0 3 4 9 10 0 5 7 1 12 4 4 1 4 0 10 5 0 10 5 3 7 3 3 9 2 2 0 15 2 20 5 0 7 2 4 2 19 1 11 11 2 16 13 2 8 0 1 18 19 3 21 25 1 12 21 0 27 15 1 28 2 0 23 11 4 18 4 1 11 5 4 14 1 4 19 17 0 29 17 1 27 36 0 1 12 1 32 19 4 29 31 2 22 34 4 24 31 0 16 32 2 33 44 4 33 41 4 41 28 2 27 26 0 31 12 3 1 22 4 26 8 4 51 44 3 34 38 4 16 33 4 21 42 4 25 48 1 17 49 3 39 48 0 14 49 1 27 53 1 38 33 0 35 30 4 32 49 4 21 8 3 49 47 1 55 22 2 58 5 2 ,
4,59.45000000,70.00000000,54.00000000,'0 1 4 0 0 0 3 3 4 0 1 3 0 3 0 4 0 3 4 0 4 0 3 4 9 10 0 5 7 1 12 4 4 1 4 0 10 5 0 10 5 3 7 3 3 9 2 2 0 15 2 20 5 0 7 2 4 2 19 1 11 11 2 16 13 2 8 0 1 18 19 3 21 25 1 12 21 0 27 15 1 28 2 0 23 11 4 18 4 1 11 5 4 14 1 4 19 17 0 29 17 1 27 36 0 1 12 1 32 19 4 29 31 2 22 34 4 24 31 0 16 32 2 33 44 4 33 41 4 41 28 2 27 26 0 31 12 3 1 22 4 26 8 4 51 44 3 34 38 4 16 33 4 21 42 4 25 48 1 17 49 3 39 48 0 14 49 1 27 53 1 38 33 0 35 30 4 32 49 4 21 8 3 49 47 1 55 22 2 58 5 2 ,
5,60.05000000,70.00000000,54.00000000,'0 1 4 0 0 0 3 3 4 0 1 3 0 3 0 4 0 3 4 0 4 0 3 4 9 10 0 5 7 1 12 4 4 1 4 0 10 5 0 10 5 3 7 3 3 9 2 2 0 15 2 20 5 0 7 2 4 2 19 1 11 11 2 16 13 2 8 0 1 18 19 3 21 25 1 12 21 0 27 15 1 28 2 0 23 11 4 18 4 1 11 5 4 14 1 4 19 17 0 29 17 1 27 36 0 1 12 1 32 19 4 29 31 2 22 34 4 24 31 0 16 32 2 33 44 4 33 41 4 41 28 2 27 26 0 31 12 3 1 22 4 26 8 4 51 44 3 34 38 4 16 33 4 21 42 4 25 48 1 17 49 3 39 48 0 14 49 1 27 53 1 38 33 0 35 30 4 32 49 4 21 8 3 49 47 1 55 22 2 58 5 2 ,
6,60.47500000,71.00000000,54.00000000,'0 1 4 1 0 0 3 3 4 0 1 3 0 3 0 4 0 3 4 0 4 0 3 1 9 10 0 5 7 1 12 4 4 1 4 0 10 5 0 10 5 3 7 3 3 9 2 2 0 15 2 20 5 0 7 2 4 2 19 1 11 11 2 16 13 2 8 0 1 18 19 3 7 25 1 12 21 0 27 15 1 28 2 0 23 11 4 18 4 1 11 5 4 14 1 4 21 17 0 29 17 1 27 36 0 1 12 1 32 19 4 29 31 2 8 34 4 24 31 1 16 32 2 33 44 4 33 41 4 41 28 2 27 26 0 31 35 3 1 22 4 26 8 4 51 44 3 21 38 4 43 33 4 21 43 4 31 48 1 17 49 3 39 48 1 14 49 1 41 53 1 38 33 0 35 30 4 32 49 4 21 8 3 49 5 1 55 22 2 58 5 2 ,
7,60.90000000,73.00000000,54.00000000,'0 1 4 1 0 0 3 3 4 0 4 3 0 3 0 4 0 3 4 0 4 0 3 1 9 10 0 5 7 1 12 4 4 1 4 0 10 5 0 10 5 3 7 3 3 9 2 2 0 15 2 20 5 0 7 2 4 2 19 1 11 11 2 16 13 2 8 0 1 18 19 3 7 25 1 12 21 0 27 15 4 28 2 0 23 11 4 18 4 1 11 5 4 14 1 4 21 17 0 33 17 1 27 36 0 1 12 1 32 19 4 29 31 2 22 34 4 24 31 1 16 32 2 33 44 4 33 41 4 41 28 2 27 26 0 31 35 3 1 22 4 26 8 4 51 44 3 21 38 4 16 33 4 21 43 4 31 48 1 17 49 3 39 48 0 18 49 1 41 53 1 38 33 0 35 30 4 32 49 4 21 8 3 49 47 1 55 22 2 58 5 2 ,
8,61.27500000,73.00000000,55.00000000,'0 1 4 1 0 0 3 3 4 0 4 3 0 3 0 4 0 3 4 0 4 0 3 1 9 10 0 5 7 0 12 4 4 1 4 0 10 5 0 10 5 3 7 3 3 9 2 2 0 15 2 20 5 0 7 2 4 2 19 1 11 11 2 16 13 2 8 0 1 18 19 3 7 25 1 12 21 0 27 15 4 28 2 0 23 11 4 18 4 1 11 5 4 14 1 4 22 17 0 33 17 1 27 36 0 1 12 1 32 19 4 29 31 2 22 34 4 24 31 1 16 32 2 33 44 4 33 41 4 41 28 2 27 26 0 31 12 3 1 22 4 26 8 4 51 44 3 34 38 4 16 33 4 21 43 4 31 48 1 17 49 3 39 48 1 14 49 1 41 53 1 38 33 0 35 30 4 32 49 4 21 8 3 49 47 1 55 22 2 58 5 2 ,
9,62.28750000,73.00000000,55.00000000,'0 1 4 1 0 0 3 3 4 0 4 3 0 3 0 4 0 3 4 0 4 0 3 1 9 10 0 5 7 0 12 4 4 1 4 0 10 5 0 10 5 3 7 3 3 9 2 2 0 15 2 20 5 0 7 2 4 2 19 1 11 11 2 16 13 2 8 0 1 18 19 3 7 25 1 12 21 0 27 15 4 28 2 0 23 11 4 18 4 1 11 5 4 14 1 4 22 17 0 33 17 1 27 36 0 1 12 1 32 19 4 29 31 2 22 34 4 24 31 1 16 32 2 33 44 4 33 41 4 41 28 2 27 26 0 31 12 3 1 22 4 26 8 4 51 44 3 34 38 4 16 33 4 21 43 4 31 48 1 17 49 3 39 48 1 14 49 1 41 53 1 38 33 0 35 30 4 32 49 4 21 8 3 49 47 1 55 22 2 58 5 2 ,
