Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   data_files/4bit_full_adder.dta
   Population Size:,   90
Number of Generations:,   1000
                 Phi 1:, 2.000
                 Phi 2:, 2.000
                  Vmax:, 4.000
Mutation Percentage:, 2.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   9
Columns in the Matrix:,   9
       Neighborhood:,   3
             Seed:,   1782972903
   Representation:, Integer B

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,1309.58888889,1400.00000000,1266.00000000,'1 8 2 7 6 0 6 7 0 2 7 3 0 5 2 8 1 4 1 7 3 8 4 0 3 6 3 1 6 1 1 6 2 2 6 0 0 2 2 7 2 3 7 5 2 7 1 0 7 3 3 1 3 1 1 1 4 8 0 1 4 2 2 6 6 3 5 7 2 0 5 4 8 5 3 1 2 0 3 8 3 1 2 2 1 8 0 1 5 2 0 4 2 2 0 3 5 1 3 2 1 0 5 4 2 7 7 3 1 0 3 8 7 0 1 3 4 8 2 4 3 0 4 4 4 4 3 0 3 6 6 1 0 4 1 2 5 0 0 6 2 5 1 2 1 5 1 8 4 4 8 7 1 8 8 0 4 7 3 7 8 2 3 2 3 3 0 3 8 6 1 3 5 1 5 4 4 0 3 1 8 6 0 0 8 1 3 0 3 7 6 0 0 5 4 1 7 1 0 6 1 1 0 2 8 6 2 7 0 1 2 4 0 6 3 4 5 0 2 3 1 1 7 4 0 8 3 0 0 2 4 4 3 2 5 7 3 6 2 0 7 7 0 ,
1,1336.33333333,1408.00000000,1284.00000000,'0 1 2 3 5 0 5 0 3 4 3 1 3 1 1 3 4 2 7 8 4 1 5 1 8 6 2 0 4 0 8 2 2 6 3 1 7 4 1 7 1 4 2 5 3 4 5 1 3 1 3 7 6 0 5 0 1 1 3 2 2 3 1 4 5 1 0 2 4 0 0 3 7 6 3 7 2 2 7 6 2 8 0 4 8 7 2 2 6 0 3 3 3 8 7 1 1 2 3 2 8 2 1 3 1 8 8 4 8 5 1 2 8 0 3 2 1 8 1 4 8 7 4 8 3 0 5 4 2 6 7 4 7 2 3 7 6 4 0 4 2 0 1 1 4 6 3 2 3 0 7 4 1 5 2 3 6 5 4 0 0 0 4 4 2 4 2 3 5 8 2 6 5 2 3 2 3 3 3 4 5 3 2 7 3 3 3 0 1 7 3 3 7 5 3 6 4 3 5 4 2 3 5 2 8 4 3 4 7 1 6 4 4 2 3 2 0 8 4 8 8 1 8 0 0 8 7 4 1 8 3 8 4 3 6 6 3 6 7 3 7 8 4 ,
2,1353.22222222,1408.00000000,1296.00000000,'5 8 4 0 8 1 8 7 4 3 2 0 0 4 3 8 5 3 8 3 4 6 2 4 8 4 2 5 4 3 0 6 0 8 1 3 0 5 3 1 6 1 7 5 1 2 1 3 5 5 1 7 2 4 7 1 3 4 5 0 0 0 1 7 8 2 1 6 4 6 6 4 7 4 3 8 4 4 6 6 3 8 5 2 0 0 0 6 3 3 5 1 1 6 6 0 6 6 1 8 6 1 7 0 2 2 2 0 6 7 2 4 7 2 4 7 2 5 7 3 1 8 2 6 5 2 0 7 2 3 3 3 6 2 3 3 0 4 7 1 1 5 5 4 7 4 4 2 8 0 6 8 4 2 3 4 1 2 3 3 2 4 7 0 2 7 7 0 6 2 0 1 6 4 6 2 2 4 6 3 6 2 4 8 7 2 7 1 2 5 7 2 7 3 4 8 1 0 4 7 3 6 0 4 8 5 2 7 5 0 5 3 2 2 0 4 4 4 3 5 8 1 5 4 0 2 6 4 2 8 4 4 0 4 5 3 2 8 7 4 6 6 1 ,
3,1362.08888889,1408.00000000,1296.00000000,'5 0 4 0 8 1 8 7 4 3 2 0 0 4 3 8 5 3 8 3 4 6 2 4 8 4 2 5 4 3 0 6 0 8 1 3 0 5 3 1 6 4 7 5 1 2 1 3 5 5 1 7 2 4 7 8 3 4 5 0 0 0 1 7 8 2 1 6 4 6 6 4 7 4 3 8 4 4 6 6 3 8 5 2 0 0 3 6 3 3 5 1 1 6 6 0 6 6 1 8 6 1 7 0 2 2 2 0 6 7 2 4 7 2 4 7 2 5 7 3 1 8 2 6 5 2 0 7 2 3 3 3 6 2 3 3 0 0 7 1 1 5 5 4 7 4 4 2 5 0 6 8 4 2 3 4 1 2 3 3 2 4 7 8 2 7 7 0 6 2 0 1 6 4 6 2 2 4 6 3 6 2 4 8 7 2 7 1 2 5 7 2 7 3 4 8 1 0 4 7 3 6 0 4 8 5 2 7 5 4 5 3 2 2 0 4 4 4 3 5 8 1 5 4 0 2 6 4 2 8 4 4 0 4 5 3 2 8 7 4 6 6 1 ,
4,1369.22222222,1420.00000000,1306.00000000,'0 1 2 3 5 0 5 0 3 4 3 1 3 1 1 3 4 2 7 8 4 1 5 1 8 6 2 0 4 0 8 2 2 6 3 1 7 4 1 7 1 0 2 5 3 4 5 1 3 1 3 7 6 0 5 0 1 1 3 2 2 3 1 4 5 1 0 2 4 0 0 3 7 6 3 7 2 2 7 6 2 8 0 4 8 7 2 2 6 0 3 3 3 8 7 1 1 2 3 2 8 2 1 3 1 8 8 4 8 5 1 2 8 0 3 2 1 8 1 4 8 7 4 8 3 0 5 4 2 6 7 4 7 2 3 7 6 4 0 4 2 0 1 1 4 6 3 2 3 0 7 1 1 5 2 3 6 5 4 0 0 0 4 4 4 4 2 3 5 8 2 6 5 2 3 2 3 3 3 4 5 3 2 7 3 3 3 0 1 7 3 3 7 5 3 6 4 3 5 4 2 3 5 2 8 4 3 4 7 1 6 4 4 2 3 2 0 8 4 8 8 1 8 0 0 8 7 4 1 8 3 8 4 3 6 6 3 6 7 3 7 8 4 ,
5,1372.77777778,1420.00000000,1306.00000000,'0 1 2 3 5 0 5 0 3 4 3 1 3 1 1 3 4 2 7 8 4 1 5 1 8 6 2 0 4 0 8 2 2 6 3 1 7 4 1 7 1 0 2 5 3 4 5 1 3 1 3 7 6 0 5 0 1 1 3 2 2 3 1 4 5 1 0 2 4 0 0 3 7 6 3 7 2 2 7 6 2 8 0 4 8 7 2 2 6 0 3 3 3 8 7 1 1 2 3 2 8 2 1 3 1 8 8 4 8 5 1 2 8 0 3 2 1 8 1 4 8 7 4 8 3 0 5 4 2 6 7 4 7 2 3 7 6 4 0 4 2 0 1 1 4 6 3 2 3 0 7 1 1 5 2 3 6 5 4 0 0 0 4 4 4 4 2 3 5 8 2 6 5 2 3 2 3 3 3 4 5 3 2 7 3 3 3 0 1 7 3 3 7 5 3 6 4 3 5 4 2 3 5 2 8 4 3 4 7 1 6 4 4 2 3 2 0 8 4 8 8 1 8 0 0 8 7 4 1 8 3 8 4 3 6 6 3 6 7 3 7 8 4 ,
6,1378.66666667,1420.00000000,1320.00000000,'0 1 2 3 5 0 5 0 3 4 3 1 3 1 1 3 4 2 7 8 4 1 5 1 8 6 2 0 4 0 8 2 2 6 3 1 7 4 1 7 1 0 2 5 3 4 5 1 3 1 3 7 6 0 5 0 1 1 3 2 2 3 1 4 5 1 0 2 4 0 0 3 7 6 3 7 2 2 7 6 2 8 0 4 8 7 2 2 6 0 3 3 3 8 7 1 1 2 3 2 8 2 1 3 1 8 8 4 8 5 1 2 8 0 3 2 1 8 1 4 8 7 4 8 3 0 5 4 2 6 7 4 7 2 3 7 6 4 0 4 2 0 1 1 4 6 3 2 3 0 7 1 1 5 2 3 6 5 4 0 0 0 4 4 4 4 2 3 5 8 2 6 5 2 3 2 3 3 3 4 5 3 2 7 3 3 3 0 1 7 3 3 7 5 3 6 4 3 5 4 2 3 5 2 8 4 3 4 7 1 6 4 4 2 3 2 0 8 4 8 8 1 8 0 0 8 7 4 1 8 3 8 4 3 6 6 3 6 7 3 7 8 4 ,
7,1385.08888889,1420.00000000,1328.00000000,'0 1 2 3 5 0 5 0 3 4 3 1 3 1 1 3 4 2 7 8 4 1 5 1 8 6 2 0 4 0 8 2 2 6 3 1 7 4 1 7 1 0 2 5 3 4 5 1 3 1 3 7 6 0 5 0 1 1 3 2 2 3 1 4 5 1 0 2 4 0 0 3 7 6 3 7 2 2 7 6 2 8 0 4 8 7 2 2 6 0 3 3 3 8 7 1 1 2 3 2 8 2 1 3 1 8 8 4 8 5 1 2 8 0 3 2 1 8 1 4 8 7 4 8 3 0 5 4 2 6 7 4 7 2 3 7 6 4 0 4 2 0 1 1 4 6 3 2 3 0 7 1 1 5 2 3 6 5 4 0 0 0 4 4 4 4 2 3 5 8 2 6 5 2 3 2 3 3 3 4 5 3 2 7 3 3 3 0 1 7 3 3 7 5 3 6 4 3 5 4 2 3 5 2 8 4 3 4 7 1 6 4 4 2 3 2 0 8 4 8 8 1 8 0 0 8 7 4 1 8 3 8 4 3 6 6 3 6 7 3 7 8 4 ,
8,1389.93333333,1428.00000000,1328.00000000,'0 1 2 3 5 0 5 0 3 4 3 1 3 1 1 3 4 2 7 8 4 1 5 1 8 6 2 0 4 0 8 2 2 6 3 1 7 4 1 7 1 0 2 5 3 4 5 1 3 1 3 7 2 0 5 0 1 1 3 2 2 3 1 4 5 1 0 2 4 0 0 3 7 6 3 7 2 2 7 6 2 8 0 4 8 7 2 2 6 0 3 3 3 8 7 1 1 2 3 2 8 2 1 3 1 8 1 4 8 5 1 2 1 0 3 2 1 8 1 4 8 7 4 8 3 0 5 4 2 6 7 4 7 2 3 7 6 4 0 4 2 0 1 1 4 6 3 2 3 0 7 1 1 5 2 3 6 5 4 0 0 0 4 4 4 1 2 3 5 8 2 6 5 2 3 2 3 3 8 4 5 3 2 7 3 3 3 0 1 7 3 3 7 5 3 6 4 3 5 4 2 3 5 2 8 4 3 4 7 1 6 4 4 2 3 2 0 8 4 8 8 1 8 0 0 8 7 4 1 8 3 8 4 3 6 6 3 6 7 3 7 8 4 ,
9,1392.06666667,1432.00000000,1328.00000000,'0 4 2 3 5 0 5 0 3 4 3 1 3 1 1 3 4 2 7 8 4 1 5 1 8 6 2 0 4 0 8 2 2 6 3 1 7 4 1 7 1 4 2 5 3 4 5 1 3 1 3 7 2 0 5 0 1 1 3 2 2 3 1 4 5 1 0 2 4 0 0 3 7 6 3 7 2 2 7 6 2 8 0 4 8 7 2 2 6 0 3 3 3 8 7 1 1 2 3 2 8 2 1 3 1 8 8 4 8 5 1 2 1 0 3 2 1 8 1 4 8 7 4 8 8 0 5 4 2 6 7 4 7 2 3 6 6 4 0 4 2 0 4 1 4 6 3 2 3 0 7 1 1 5 2 3 6 5 4 2 0 0 4 4 4 4 2 3 5 8 2 6 5 2 3 2 3 3 8 4 5 3 2 7 3 3 3 0 1 7 3 3 7 5 3 6 4 3 5 4 2 3 5 2 8 4 3 4 7 1 6 4 4 2 3 2 0 8 4 8 8 1 8 0 0 8 7 4 1 8 3 8 4 3 6 6 3 6 7 3 7 8 4 ,
