Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   data_files/full_adder/full_adder2.dta
   Population Size:,   80
Number of Generations:,   5000
                 Phi 1:, 0.800
                 Phi 2:, 0.800
                  Vmax:, 3.000
Mutation Percentage:, 3.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   8
Columns in the Matrix:,   8
       Neighborhood:,   4
             Seed:,   3213247216
   Representation:, Integer B

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,54.27500000,60.00000000,48.00000000,'0 2 0 4 2 0 3 3 4 4 4 2 0 1 2 1 0 1 3 4 3 0 4 0 10 11 0 9 5 3 3 7 2 7 11 2 6 2 0 4 3 3 3 4 2 7 2 1 1 17 1 15 2 4 20 2 0 10 13 2 12 9 1 7 15 2 5 15 0 10 20 4 6 8 3 16 15 4 7 28 4 6 26 3 28 15 0 5 18 2 2 24 2 13 18 4 34 33 2 34 26 3 29 0 3 24 18 4 23 3 3 36 2 1 7 8 4 21 11 2 2 4 2 13 30 4 34 44 4 26 40 4 1 1 3 20 1 2 0 27 4 0 14 1 39 18 2 30 19 3 20 9 0 42 22 3 17 9 1 14 40 3 16 13 3 48 9 1 5 56 0 60 28 2 54 36 4 24 22 1 10 23 2 44 6 0 31 25 2 19 20 2 ,
1,55.83750000,62.00000000,52.00000000,'2 0 0 1 2 2 0 4 4 2 3 2 1 3 0 2 1 2 1 4 2 2 0 2 6 3 1 1 3 3 0 1 4 11 6 3 1 11 3 3 4 1 1 1 1 3 8 2 3 2 2 2 13 1 16 13 4 12 18 3 15 18 3 16 11 1 1 15 0 2 2 3 25 4 3 28 19 4 15 5 0 12 6 2 22 3 3 23 23 2 6 10 4 14 15 2 30 27 0 1 20 2 36 20 1 5 35 3 35 14 3 17 7 1 23 23 4 0 23 1 34 2 4 35 33 1 32 39 3 19 35 0 26 17 1 23 24 0 7 14 2 29 44 2 44 33 4 9 16 3 12 29 4 15 48 4 3 34 0 31 3 3 52 20 4 14 44 4 1 32 1 46 32 1 18 14 4 10 49 2 38 47 0 57 13 0 44 30 2 11 49 1 ,
2,57.28750000,68.00000000,54.00000000,'2 0 0 1 2 2 0 4 4 3 4 0 1 3 0 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 6 3 1 11 3 3 4 4 1 1 1 3 8 2 3 14 2 12 13 1 16 13 4 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 25 4 3 28 19 4 15 5 0 12 24 3 20 3 3 23 1 2 6 10 4 14 26 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 7 1 18 23 4 35 23 1 34 2 4 35 33 1 32 39 3 33 35 0 26 17 1 23 24 0 40 14 2 29 44 2 44 33 4 24 44 3 12 29 4 15 48 0 26 44 0 31 28 3 52 51 4 14 44 0 46 32 1 46 60 0 18 19 4 10 49 2 38 47 0 57 13 0 44 30 2 11 49 1 ,
3,57.83750000,68.00000000,54.00000000,'2 0 0 1 2 2 0 4 4 3 4 0 1 3 0 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 6 3 1 11 3 3 4 4 1 1 1 3 8 2 3 14 2 12 13 1 16 13 4 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 25 4 3 28 19 4 15 5 0 12 24 3 20 3 3 23 1 2 6 10 4 14 26 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 7 1 18 23 4 35 23 1 34 2 4 35 33 1 32 39 3 33 35 0 26 17 1 23 24 0 40 14 2 29 44 2 44 33 4 24 44 3 12 29 4 15 48 0 26 44 0 31 28 3 52 51 4 14 44 0 46 32 1 46 60 0 18 19 4 10 49 2 38 47 0 57 13 0 44 30 2 11 49 1 ,
4,58.96250000,68.00000000,54.00000000,'2 0 0 1 2 2 0 4 4 3 4 0 1 3 0 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 6 3 1 11 3 3 4 4 1 1 1 3 8 2 3 14 2 12 13 1 16 13 4 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 25 4 3 28 19 4 15 5 0 12 24 3 20 3 3 23 1 2 6 10 4 14 26 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 7 1 18 23 4 35 23 1 34 2 4 35 33 1 32 39 3 33 35 0 26 17 1 23 24 0 40 14 2 29 44 2 44 33 4 24 44 3 12 29 4 15 48 0 26 44 0 31 28 3 52 51 4 14 44 0 46 32 1 46 60 0 18 19 4 10 49 2 38 47 0 57 13 0 44 30 2 11 49 1 ,
5,59.57500000,68.00000000,54.00000000,'2 0 0 1 2 2 0 4 4 3 4 0 1 3 0 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 6 3 1 11 3 3 4 4 1 1 1 3 8 2 3 14 2 12 13 1 16 13 4 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 25 4 3 28 19 4 15 5 0 12 24 3 20 3 3 23 1 2 6 10 4 14 26 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 7 1 18 23 4 35 23 1 34 2 4 35 33 1 32 39 3 33 35 0 26 17 1 23 24 0 40 14 2 29 44 2 44 33 4 24 44 3 12 29 4 15 48 0 26 44 0 31 28 3 52 51 4 14 44 0 46 32 1 46 60 0 18 19 4 10 49 2 38 47 0 57 13 0 44 30 2 11 49 1 ,
6,59.76250000,68.00000000,54.00000000,'2 0 0 1 2 2 0 4 4 3 4 0 1 3 0 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 6 3 1 11 3 3 4 4 1 1 1 3 8 2 3 14 2 12 13 1 16 13 4 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 25 4 3 28 19 4 15 5 0 12 24 3 20 3 3 23 1 2 6 10 4 14 26 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 7 1 18 23 4 35 23 1 34 2 4 35 33 1 32 39 3 33 35 0 26 17 1 23 24 0 40 14 2 29 44 2 44 33 4 24 44 3 12 29 4 15 48 0 26 44 0 31 28 3 52 51 4 14 44 0 46 32 1 46 60 0 18 19 4 10 49 2 38 47 0 57 13 0 44 30 2 11 49 1 ,
7,60.91250000,72.00000000,54.00000000,'2 0 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 6 3 1 11 3 3 4 4 1 1 0 9 12 2 3 14 2 12 13 1 16 13 0 20 18 3 15 18 2 16 11 1 1 15 0 8 2 3 25 4 3 28 19 4 15 5 0 12 24 3 20 3 3 11 23 0 0 10 4 14 15 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 15 1 23 23 4 35 23 1 34 2 4 2 33 0 32 39 3 33 35 0 26 17 1 6 24 0 40 14 2 29 22 2 44 33 4 24 44 3 12 13 4 15 48 0 26 44 0 31 50 3 31 51 0 14 44 0 46 32 1 22 60 0 18 19 4 10 10 2 38 47 0 42 13 0 44 30 2 11 49 1 ,
8,61.48750000,72.00000000,54.00000000,'2 1 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 6 3 1 11 3 3 4 4 1 1 0 9 12 2 3 14 2 12 13 1 16 13 0 20 18 0 15 18 2 16 11 1 1 15 0 8 2 3 25 4 3 28 0 4 15 5 0 12 24 3 20 3 3 23 23 0 6 10 4 14 26 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 15 1 20 23 4 35 23 1 34 2 4 35 33 0 32 39 3 33 35 0 26 17 1 23 24 0 40 14 2 29 44 2 44 33 4 24 44 3 12 29 4 15 48 0 26 44 0 31 50 3 39 51 0 14 44 0 46 32 1 46 60 0 18 19 4 10 49 2 38 47 0 57 13 0 44 30 2 11 49 1 ,
9,62.77500000,72.00000000,56.00000000,'2 1 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 6 3 1 11 3 3 4 4 1 1 0 9 12 2 3 14 2 12 13 1 16 13 0 20 18 0 15 18 2 16 11 1 1 15 0 8 2 3 25 4 3 28 0 4 15 5 0 12 24 3 20 3 3 23 23 0 6 10 4 14 26 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 15 1 20 23 4 35 23 1 34 2 4 35 33 0 32 39 3 33 35 0 26 17 1 23 24 0 40 14 2 29 44 2 44 33 4 24 44 3 12 29 4 15 48 0 26 44 0 31 50 3 39 51 0 14 44 0 46 32 1 46 60 0 18 19 4 10 49 2 38 47 0 57 13 0 44 30 2 11 49 1 ,
10,63.03750000,72.00000000,56.00000000,'2 1 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 5 2 1 3 3 5 10 4 11 6 3 1 11 3 3 4 4 1 1 0 9 12 2 3 14 2 12 13 1 16 13 4 5 18 3 15 18 2 17 11 4 1 15 0 11 2 3 25 18 3 28 19 4 25 5 4 12 24 3 25 3 3 6 1 0 19 22 4 14 26 2 30 27 0 36 36 2 36 20 2 5 35 0 35 14 3 14 29 1 20 7 4 35 23 1 34 35 4 35 42 0 32 39 3 33 35 0 26 17 1 23 24 0 40 36 2 29 44 2 44 33 4 24 44 3 12 29 4 43 48 0 26 44 0 32 47 3 52 51 4 38 44 0 46 32 1 46 60 0 18 19 4 30 49 2 38 47 0 57 58 0 44 59 2 45 49 1 ,
11,63.25000000,72.00000000,56.00000000,'2 1 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 5 2 1 3 3 5 10 4 11 6 3 1 11 3 3 4 4 1 1 0 9 12 2 3 14 2 12 13 1 16 13 4 5 18 3 15 18 2 17 11 4 1 15 0 11 2 3 25 18 3 28 19 4 25 5 4 12 24 3 25 3 3 6 1 0 19 22 4 14 26 2 30 27 0 36 36 2 36 20 2 5 35 0 35 14 3 14 29 1 20 7 4 35 23 1 34 35 4 35 42 0 32 39 3 33 35 0 26 17 1 23 24 0 40 36 2 29 44 2 44 33 4 24 44 3 12 29 4 43 48 0 26 44 0 32 47 3 52 51 4 38 44 0 46 32 1 46 60 0 18 19 4 30 49 2 38 47 0 57 58 0 44 59 2 45 49 1 ,
12,63.85000000,76.00000000,56.00000000,'2 0 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 12 3 1 11 3 3 4 4 1 1 0 9 12 2 3 17 2 12 13 1 16 13 0 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 5 4 3 28 19 4 15 5 0 5 24 3 20 3 3 11 23 0 0 10 4 14 4 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 15 1 23 23 4 35 23 1 34 2 4 2 33 0 32 39 3 33 35 0 26 17 1 38 24 0 40 14 2 29 22 2 44 2 4 24 44 3 12 13 4 15 48 0 26 44 0 31 50 3 31 51 0 14 44 2 46 32 1 22 60 0 18 19 4 10 10 2 38 47 0 42 13 0 44 30 2 11 49 1 ,
13,64.37500000,76.00000000,56.00000000,'2 0 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 12 3 1 11 3 3 4 4 1 1 0 9 12 2 3 17 2 12 13 1 16 13 0 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 5 4 3 28 19 4 15 5 0 5 24 3 20 3 3 11 23 0 0 10 4 14 4 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 15 1 23 23 4 35 23 1 34 2 4 2 33 0 32 39 3 33 35 0 26 17 1 38 24 0 40 14 2 29 22 2 44 2 4 24 44 3 12 13 4 15 48 0 26 44 0 31 50 3 31 51 0 14 44 2 46 32 1 22 60 0 18 19 4 10 10 2 38 47 0 42 13 0 44 30 2 11 49 1 ,
14,64.45000000,76.00000000,56.00000000,'2 0 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 12 3 1 11 3 3 4 4 1 1 0 9 12 2 3 17 2 12 13 1 16 13 0 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 5 4 3 28 19 4 15 5 0 5 24 3 20 3 3 11 23 0 0 10 4 14 4 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 15 1 23 23 4 35 23 1 34 2 4 2 33 0 32 39 3 33 35 0 26 17 1 38 24 0 40 14 2 29 22 2 44 2 4 24 44 3 12 13 4 15 48 0 26 44 0 31 50 3 31 51 0 14 44 2 46 32 1 22 60 0 18 19 4 10 10 2 38 47 0 42 13 0 44 30 2 11 49 1 ,
15,64.61250000,76.00000000,56.00000000,'2 0 0 1 2 2 0 4 3 3 4 0 1 3 2 1 1 2 1 2 2 2 0 1 6 3 2 1 3 3 0 10 4 11 12 3 1 11 3 3 4 4 1 1 0 9 12 2 3 17 2 12 13 1 16 13 0 20 18 3 15 18 3 16 11 1 1 15 0 8 2 3 5 4 3 28 19 4 15 5 0 5 24 3 20 3 3 11 23 0 0 10 4 14 4 2 30 27 0 1 20 2 36 20 1 5 35 0 35 14 3 32 15 1 23 23 4 35 23 1 34 2 4 2 33 0 32 39 3 33 35 0 26 17 1 38 24 0 40 14 2 29 22 2 44 2 4 24 44 3 12 13 4 15 48 0 26 44 0 31 50 3 31 51 0 14 44 2 46 32 1 22 60 0 18 19 4 10 10 2 38 47 0 42 13 0 44 30 2 11 49 1 ,
