Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   experiment2.dta
   Population Size:,   200
Number of Generations:,   1000
                 Phi 1:, 2.000
                 Phi 2:, 2.000
                  Vmax:, 4.000
Mutation Percentage:, 2.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   5
Columns in the Matrix:,   5
       Neighborhood:,   3
             Seed:,   1772074374
   Representation:, Binary

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,9.02000000,12.00000000,8.00000000,'101100110010101011110101001011011011100010001010100110000101100111110100011101010100011101100111010101100111000001000011010111111001010110111010111000110100101000011001111100110101001010110110110111110011001001011011110000111,
1,9.50500000,12.00000000,8.00000000,'101100110010101011110101001011011011100010001010100110000101100111110100011101010100011101100111010101100111000001000011010111111001010110111010111000110100101000011001111100110101001010110110110111110011001001011011110000111,
2,9.87500000,12.00000000,8.00000000,'101100110010101011110101001011011011100010001010100110000101100111110100011101010100011101100111010101100111000001000011010111111001010110111010111000110100101000011001111100110101001010110110110111110011001001011011110000111,
3,10.00500000,12.00000000,8.00000000,'101100110010101011110101001011011011100010001010100110000101100111110100011101010100011101100111010101100111000001000011010111111001010110111010111000110100101000011001111100110101001010110110110111110011001001011011110000111,
4,10.07000000,12.00000000,8.00000000,'101100110010101011110101001011011011100010001010100110000101100111110100011101010100011101100111010101100111000001000011010111111001010110111010111000110100101000011001111100110101001010110110110111110011001001011011110000111,
5,10.12500000,12.00000000,8.00000000,'011011010100100110001011110100010001001110110011011100011110010110101000000011110111111001111100000001011010011011111001011111011100011100111010001001011111110000111101100110011010101011001111011110100010111110100110000000000,
6,10.15500000,12.00000000,10.00000000,'011011010100100110001011110100010001001110110011011100011110010110101000000011110111111001111100000001011010011011111001011111011100011100111010001001011111110000111101100110011010101011001111011110100010111110100110000000000,
7,10.18000000,12.00000000,10.00000000,'011011010100100110001011110100010001001110110011011100011110010110101000000011110111111001111100000001011010011011111001011111011100011100111010001001011111110000111101100110011010101011001111011110100010111110100110000000000,
8,10.18000000,12.00000000,10.00000000,'011011010100100110001011110100010001001110110011011100011110010110101000000011110111111001111100000001011010011011111001011111011100011100111010001001011111110000111101100110011010101011001111011110100010111110100110000000000,
9,10.18000000,12.00000000,10.00000000,'011011010100100110001011110100010001001110110011011100011110010110101000000011110111111001111100000001011010011011111001011111011100011100111010001001011111110000111101100110011010101011001111011110100010111110100110000000000,
10,10.25500000,12.00000000,10.00000000,'000011101111010100011000100101011000010011010111111011010100101000110101010000111100001101101110000101010110101110010110011010100100001000111001111001111010110110001011101000001100001000101011011110100111011110000001010000011,
11,10.25500000,12.00000000,10.00000000,'000011101111010100011000100101011000010011010111111011010100101000110101010000111100001101101110000101010110101110010110011010100100001000111001111001111010110110001011101000001100001000101011011110100111011110000001010000011,
12,10.30500000,12.00000000,10.00000000,'000011101111010100011000100101011000010011010111111011010100101000110101010000111100001101101110000101010110101110010110011010100100001000111001111001111010110110001011101000001100001000101011011110100111011110000001010000011,
13,10.38000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
14,10.43000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
15,10.52000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
16,10.54500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
17,10.57500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
18,10.63500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
19,10.66000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
20,10.67000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
21,10.69000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
22,10.69000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
23,10.80500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
24,10.80500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
25,10.88500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
26,10.93500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
27,10.93500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
28,10.93500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
29,10.97500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
30,11.07500000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
31,11.13000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
32,11.20000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
33,11.22000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
34,11.28000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
35,11.28000000,13.00000000,10.00000000,'001011100001000000000001000011110101111111001001010001100110011010011110101101111001000000011101011001100000000001110111011110100100000001110101101001100011010100011010100111111100101011100000101101101101110011110111100100000,
