Centro de Investigación y de Estudios Avanzados del IPN
Design of Combinational Logic Circuits using Particle Swarm Optimization
Department of Electrical Engineering - Computing Section
Erika Hernández Luna  eluna@computacion.cs.cinvestav.mx

Results obtained in a program run

     Processed File:,   data_files/full_adder/full_adder3.dta
   Population Size:,   80
Number of Generations:,   10000
                 Phi 1:, 0.800
                 Phi 2:, 0.800
                  Vmax:, 3.000
Mutation Percentage:, 3.000
  Number of Gates:,   5
        Cardinality:,   10
Rows in the Matrix:,   12
Columns in the Matrix:,   12
       Neighborhood:,   4
             Seed:,   2023326528
   Representation:, Integer B

Generation,Mean Fitness,Best Fitness,Worst Fitness,Best Chromosome
0,271.30000000,282.00000000,256.00000000,'3 5 4 5 3 1 1 1 0 6 5 1 4 2 0 1 5 1 3 3 1 4 4 1 4 3 1 4 1 3 1 2 0 1 2 1 11 15 1 0 13 1 3 15 4 10 0 2 0 5 1 6 16 0 5 18 1 14 5 4 5 6 4 10 10 2 5 17 0 6 4 3 0 24 0 30 15 1 30 20 1 26 0 3 3 30 1 0 6 1 28 6 3 5 11 0 3 11 2 23 5 3 10 21 0 4 18 2 32 25 3 35 26 1 42 42 0 42 33 0 36 31 1 19 3 0 32 41 2 26 24 0 21 27 4 39 27 4 10 27 1 0 2 3 4 39 1 41 20 4 33 38 1 31 20 0 28 41 0 16 1 4 17 7 2 13 38 0 54 10 4 20 2 2 42 51 1 4 45 2 34 16 0 8 35 2 40 11 4 4 28 4 62 60 0 44 53 3 21 60 1 1 44 1 21 5 3 66 44 2 65 36 2 16 66 4 11 19 4 8 28 3 38 65 2 69 31 0 42 17 2 22 54 1 16 58 2 38 74 0 23 73 2 4 43 4 10 27 0 42 37 4 52 66 0 41 54 2 35 26 3 33 68 2 62 64 1 85 63 1 89 52 0 3 1 2 79 0 3 28 29 4 10 26 0 7 43 1 65 50 2 91 45 0 19 11 1 98 67 3 90 18 0 53 41 3 25 93 3 68 92 4 97 99 3 92 23 0 64 62 1 3 4 3 95 31 2 15 45 0 69 52 0 31 79 4 87 108 1 71 51 0 46 41 0 63 28 0 101 107 0 70 108 0 111 7 3 68 31 3 10 118 0 64 5 4 86 6 1 113 56 4 36 43 1 90 74 4 93 36 4 14 35 2 109 86 4 118 75 2 57 17 2 27 120 1 128 1 3 133 76 4 45 63 4 74 99 1 119 90 0 119 79 2 55 50 2 22 93 4 48 81 2 45 101 2 116 22 3 5 20 3 ,
1,275.17500000,288.00000000,258.00000000,'4 6 0 1 5 2 1 3 2 1 0 0 0 3 0 0 0 0 2 4 1 5 2 3 6 3 0 6 4 4 3 0 1 1 2 0 3 10 0 17 7 4 3 17 2 10 14 0 0 2 0 2 2 4 17 2 3 15 7 1 0 16 1 16 4 2 16 5 4 14 16 0 30 28 4 25 13 3 10 21 3 10 22 4 2 10 1 5 9 2 14 28 3 8 21 0 23 10 4 6 6 1 29 27 4 3 15 4 6 42 0 10 10 3 0 8 1 34 34 3 11 16 1 5 41 2 17 9 4 30 1 0 11 5 3 3 30 2 20 37 0 34 26 1 10 49 2 39 25 2 49 50 1 36 15 3 1 22 3 29 11 0 13 12 1 2 44 2 46 25 4 26 49 4 38 42 1 2 6 3 37 46 4 19 61 2 38 66 4 18 7 2 38 35 1 23 35 0 4 38 3 63 45 4 48 62 0 47 36 2 16 7 2 66 14 0 26 56 1 4 25 4 64 76 1 10 26 1 19 61 4 24 31 3 17 54 3 7 43 3 9 8 0 17 14 4 55 16 0 0 40 0 5 1 1 89 24 1 11 53 1 44 18 2 62 84 2 32 49 4 37 55 0 46 65 1 54 8 3 41 13 4 24 22 2 51 47 3 18 45 2 34 19 1 99 76 2 72 87 1 56 20 4 88 21 0 80 92 2 38 62 4 10 16 0 2 51 0 38 26 3 42 4 3 8 32 1 5 101 2 3 33 3 107 109 3 26 52 2 91 12 0 20 94 4 55 66 3 88 11 1 112 41 4 111 9 1 109 13 3 66 46 1 57 112 2 124 58 4 78 27 3 80 72 2 51 7 3 15 123 4 14 41 4 122 119 3 2 87 0 119 105 3 29 108 0 85 73 3 32 114 3 8 121 4 92 49 2 66 70 2 28 65 4 118 102 4 83 60 4 20 9 2 71 126 4 38 56 1 39 9 4 ,
2,280.97500000,298.00000000,258.00000000,'5 4 4 2 3 3 2 5 4 1 5 4 5 5 0 3 2 2 2 3 3 6 4 1 3 5 0 4 3 1 6 3 3 1 1 3 16 18 0 15 12 0 17 9 0 0 17 3 11 18 3 13 14 2 15 8 0 13 16 3 16 10 1 4 15 2 14 3 2 10 10 4 28 21 0 28 25 0 22 12 1 13 6 2 30 21 0 25 21 2 25 3 0 29 3 1 22 14 4 16 16 4 12 4 0 29 9 4 7 34 4 33 42 2 25 7 3 36 41 4 17 29 4 26 25 0 7 9 0 40 21 1 25 0 3 32 36 2 28 35 3 35 35 0 1 41 2 37 24 2 20 45 2 52 43 4 30 20 3 30 22 1 6 15 1 26 9 4 53 23 1 28 50 4 48 22 0 31 38 2 54 66 2 44 59 4 66 54 4 18 42 3 33 54 2 27 7 4 59 59 4 56 49 0 43 19 0 7 7 3 20 58 4 61 17 3 59 34 1 69 19 1 68 78 4 52 53 4 36 45 3 44 3 1 60 68 1 63 78 4 61 65 4 26 51 4 41 72 0 47 39 2 88 69 4 62 33 1 24 85 0 41 81 0 25 14 4 77 76 4 38 88 3 18 49 4 81 57 3 53 64 2 27 70 3 61 53 3 99 68 4 99 93 3 102 89 3 44 72 3 67 63 1 8 36 1 69 34 3 9 85 3 94 78 2 82 56 3 18 79 2 93 97 2 106 0 0 70 56 3 104 50 2 59 113 2 106 20 4 57 49 0 88 110 1 114 59 4 62 80 4 59 89 4 86 62 2 82 105 0 42 42 2 113 117 0 100 54 3 72 123 0 119 22 3 76 107 1 84 37 3 125 61 3 120 122 4 49 83 3 119 3 1 78 46 3 27 124 1 65 87 4 117 93 0 127 138 0 89 99 0 113 123 4 70 90 2 107 123 1 55 109 2 77 132 3 100 46 3 116 107 0 ,
3,285.90000000,312.00000000,268.00000000,'0 4 4 2 5 3 2 5 4 1 5 4 5 5 0 0 2 2 2 3 0 6 4 1 0 0 0 4 3 0 4 1 3 1 1 3 16 18 0 11 12 0 17 9 0 0 17 3 9 18 3 13 14 2 15 8 2 13 7 3 16 12 0 4 15 0 14 14 2 10 10 4 28 21 0 28 25 3 5 26 2 28 10 2 30 21 0 25 29 0 25 24 0 29 3 1 22 14 4 16 16 4 12 4 1 29 9 4 7 34 4 33 42 2 25 7 3 36 41 4 17 29 4 35 25 0 7 9 0 40 21 4 25 21 0 32 36 2 28 13 3 35 35 0 1 41 2 37 24 0 20 45 2 52 43 4 30 20 3 30 22 1 6 15 1 26 48 4 53 40 1 28 50 4 48 35 0 31 38 2 7 29 2 44 59 4 66 54 4 18 64 3 33 54 2 27 32 4 59 59 4 59 49 0 43 19 0 23 21 0 20 51 4 61 17 3 59 34 1 69 19 1 68 78 4 52 53 4 36 45 3 44 3 0 64 68 1 63 78 4 61 65 4 26 51 4 41 72 4 47 39 2 88 69 4 62 33 1 24 85 0 41 81 0 25 14 4 86 76 0 38 88 3 18 49 4 81 57 3 53 64 2 27 70 3 61 53 3 99 68 0 77 93 3 102 89 3 44 72 1 67 0 0 81 36 1 68 34 2 29 56 0 94 78 2 82 71 3 18 79 2 93 97 2 106 0 0 70 56 3 104 60 2 59 91 2 106 20 4 57 49 0 88 110 1 114 59 4 62 80 4 59 95 4 86 62 2 82 105 0 42 42 2 113 117 0 100 54 3 110 123 0 119 22 3 76 107 0 84 37 3 125 61 0 120 122 4 49 83 0 119 12 2 78 46 3 27 124 4 65 87 4 117 93 0 127 138 0 89 99 3 113 123 4 70 90 0 107 123 2 55 109 2 102 132 0 2 64 3 116 107 0 ,
4,286.75000000,312.00000000,272.00000000,'0 4 4 2 5 3 2 5 4 1 5 4 5 5 0 0 2 2 2 3 0 6 4 1 0 0 0 4 3 0 4 1 3 1 1 3 16 18 0 11 12 0 17 9 0 0 17 3 9 18 3 13 14 2 15 8 2 13 7 3 16 12 0 4 15 0 14 14 2 10 10 4 28 21 0 28 25 3 5 26 2 28 10 2 30 21 0 25 29 0 25 24 0 29 3 1 22 14 4 16 16 4 12 4 1 29 9 4 7 34 4 33 42 2 25 7 3 36 41 4 17 29 4 35 25 0 7 9 0 40 21 4 25 21 0 32 36 2 28 13 3 35 35 0 1 41 2 37 24 0 20 45 2 52 43 4 30 20 3 30 22 1 6 15 1 26 48 4 53 40 1 28 50 4 48 35 0 31 38 2 7 29 2 44 59 4 66 54 4 18 64 3 33 54 2 27 32 4 59 59 4 59 49 0 43 19 0 23 21 0 20 51 4 61 17 3 59 34 1 69 19 1 68 78 4 52 53 4 36 45 3 44 3 0 64 68 1 63 78 4 61 65 4 26 51 4 41 72 4 47 39 2 88 69 4 62 33 1 24 85 0 41 81 0 25 14 4 86 76 0 38 88 3 18 49 4 81 57 3 53 64 2 27 70 3 61 53 3 99 68 0 77 93 3 102 89 3 44 72 1 67 0 0 81 36 1 68 34 2 29 56 0 94 78 2 82 71 3 18 79 2 93 97 2 106 0 0 70 56 3 104 60 2 59 91 2 106 20 4 57 49 0 88 110 1 114 59 4 62 80 4 59 95 4 86 62 2 82 105 0 42 42 2 113 117 0 100 54 3 110 123 0 119 22 3 76 107 0 84 37 3 125 61 0 120 122 4 49 83 0 119 12 2 78 46 3 27 124 4 65 87 4 117 93 0 127 138 0 89 99 3 113 123 4 70 90 0 107 123 2 55 109 2 102 132 0 2 64 3 116 107 0 ,
5,290.67500000,312.00000000,272.00000000,'0 4 4 2 5 3 2 5 4 1 5 4 5 5 0 0 2 2 2 3 0 6 4 1 0 0 0 4 3 0 4 1 3 1 1 3 16 18 0 11 12 0 17 9 0 0 17 3 9 18 3 13 14 2 15 8 2 13 7 3 16 12 0 4 15 0 14 14 2 10 10 4 28 21 0 28 25 3 5 26 2 28 10 2 30 21 0 25 29 0 25 24 0 29 3 1 22 14 4 16 16 4 12 4 1 29 9 4 7 34 4 33 42 2 25 7 3 36 41 4 17 29 4 35 25 0 7 9 0 40 21 4 25 21 0 32 36 2 28 13 3 35 35 0 1 41 2 37 24 0 20 45 2 52 43 4 30 20 3 30 22 1 6 15 1 26 48 4 53 40 1 28 50 4 48 35 0 31 38 2 7 29 2 44 59 4 66 54 4 18 64 3 33 54 2 27 32 4 59 59 4 59 49 0 43 19 0 23 21 0 20 51 4 61 17 3 59 34 1 69 19 1 68 78 4 52 53 4 36 45 3 44 3 0 64 68 1 63 78 4 61 65 4 26 51 4 41 72 4 47 39 2 88 69 4 62 33 1 24 85 0 41 81 0 25 14 4 86 76 0 38 88 3 18 49 4 81 57 3 53 64 2 27 70 3 61 53 3 99 68 0 77 93 3 102 89 3 44 72 1 67 0 0 81 36 1 68 34 2 29 56 0 94 78 2 82 71 3 18 79 2 93 97 2 106 0 0 70 56 3 104 60 2 59 91 2 106 20 4 57 49 0 88 110 1 114 59 4 62 80 4 59 95 4 86 62 2 82 105 0 42 42 2 113 117 0 100 54 3 110 123 0 119 22 3 76 107 0 84 37 3 125 61 0 120 122 4 49 83 0 119 12 2 78 46 3 27 124 4 65 87 4 117 93 0 127 138 0 89 99 3 113 123 4 70 90 0 107 123 2 55 109 2 102 132 0 2 64 3 116 107 0 ,
6,291.85000000,312.00000000,272.00000000,'0 4 4 2 5 3 2 5 4 1 5 4 5 5 0 0 2 2 2 3 0 6 4 1 0 0 0 4 3 0 4 1 3 1 1 3 16 18 0 11 12 0 17 9 0 0 17 3 9 18 3 13 14 2 15 8 2 13 7 3 16 12 0 4 15 0 14 14 2 10 10 4 28 21 0 28 25 3 5 26 2 28 10 2 30 21 0 25 29 0 25 24 0 29 3 1 22 14 4 16 16 4 12 4 1 29 9 4 7 34 4 33 42 2 25 7 3 36 41 4 17 29 4 35 25 0 7 9 0 40 21 4 25 21 0 32 36 2 28 13 3 35 35 0 1 41 2 37 24 0 20 45 2 52 43 4 30 20 3 30 22 1 6 15 1 26 48 4 53 40 1 28 50 4 48 35 0 31 38 2 7 29 2 44 59 4 66 54 4 18 64 3 33 54 2 27 32 4 59 59 4 59 49 0 43 19 0 23 21 0 20 51 4 61 17 3 59 34 1 69 19 1 68 78 4 52 53 4 36 45 3 44 3 0 64 68 1 63 78 4 61 65 4 26 51 4 41 72 4 47 39 2 88 69 4 62 33 1 24 85 0 41 81 0 25 14 4 86 76 0 38 88 3 18 49 4 81 57 3 53 64 2 27 70 3 61 53 3 99 68 0 77 93 3 102 89 3 44 72 1 67 0 0 81 36 1 68 34 2 29 56 0 94 78 2 82 71 3 18 79 2 93 97 2 106 0 0 70 56 3 104 60 2 59 91 2 106 20 4 57 49 0 88 110 1 114 59 4 62 80 4 59 95 4 86 62 2 82 105 0 42 42 2 113 117 0 100 54 3 110 123 0 119 22 3 76 107 0 84 37 3 125 61 0 120 122 4 49 83 0 119 12 2 78 46 3 27 124 4 65 87 4 117 93 0 127 138 0 89 99 3 113 123 4 70 90 0 107 123 2 55 109 2 102 132 0 2 64 3 116 107 0 ,
7,292.75000000,312.00000000,272.00000000,'0 4 4 2 5 3 2 5 4 1 5 4 5 5 0 0 2 2 2 3 0 6 4 1 0 0 0 4 3 0 4 1 3 1 1 3 16 18 0 11 12 0 17 9 0 0 17 3 9 18 3 13 14 2 15 8 2 13 7 3 16 12 0 4 15 0 14 14 2 10 10 4 28 21 0 28 25 3 5 26 2 28 10 2 30 21 0 25 29 0 25 24 0 29 3 1 22 14 4 16 16 4 12 4 1 29 9 4 7 34 4 33 42 2 25 7 3 36 41 4 17 29 4 35 25 0 7 9 0 40 21 4 25 21 0 32 36 2 28 13 3 35 35 0 1 41 2 37 24 0 20 45 2 52 43 4 30 20 3 30 22 1 6 15 1 26 48 4 53 40 1 28 50 4 48 35 0 31 38 2 7 29 2 44 59 4 66 54 4 18 64 3 33 54 2 27 32 4 59 59 4 59 49 0 43 19 0 23 21 0 20 51 4 61 17 3 59 34 1 69 19 1 68 78 4 52 53 4 36 45 3 44 3 0 64 68 1 63 78 4 61 65 4 26 51 4 41 72 4 47 39 2 88 69 4 62 33 1 24 85 0 41 81 0 25 14 4 86 76 0 38 88 3 18 49 4 81 57 3 53 64 2 27 70 3 61 53 3 99 68 0 77 93 3 102 89 3 44 72 1 67 0 0 81 36 1 68 34 2 29 56 0 94 78 2 82 71 3 18 79 2 93 97 2 106 0 0 70 56 3 104 60 2 59 91 2 106 20 4 57 49 0 88 110 1 114 59 4 62 80 4 59 95 4 86 62 2 82 105 0 42 42 2 113 117 0 100 54 3 110 123 0 119 22 3 76 107 0 84 37 3 125 61 0 120 122 4 49 83 0 119 12 2 78 46 3 27 124 4 65 87 4 117 93 0 127 138 0 89 99 3 113 123 4 70 90 0 107 123 2 55 109 2 102 132 0 2 64 3 116 107 0 ,
8,294.07500000,312.00000000,282.00000000,'0 4 4 2 5 3 2 5 4 1 5 4 5 5 0 0 2 2 2 3 0 6 4 1 0 0 0 4 3 0 4 1 3 1 1 3 16 18 0 11 12 0 17 9 0 0 17 3 9 18 3 13 14 2 15 8 2 13 7 3 16 12 0 4 15 0 14 14 2 10 10 4 28 21 0 28 25 3 5 26 2 28 10 2 30 21 0 25 29 0 25 24 0 29 3 1 22 14 4 16 16 4 12 4 1 29 9 4 7 34 4 33 42 2 25 7 3 36 41 4 17 29 4 35 25 0 7 9 0 40 21 4 25 21 0 32 36 2 28 13 3 35 35 0 1 41 2 37 24 0 20 45 2 52 43 4 30 20 3 30 22 1 6 15 1 26 48 4 53 40 1 28 50 4 48 35 0 31 38 2 7 29 2 44 59 4 66 54 4 18 64 3 33 54 2 27 32 4 59 59 4 59 49 0 43 19 0 23 21 0 20 51 4 61 17 3 59 34 1 69 19 1 68 78 4 52 53 4 36 45 3 44 3 0 64 68 1 63 78 4 61 65 4 26 51 4 41 72 4 47 39 2 88 69 4 62 33 1 24 85 0 41 81 0 25 14 4 86 76 0 38 88 3 18 49 4 81 57 3 53 64 2 27 70 3 61 53 3 99 68 0 77 93 3 102 89 3 44 72 1 67 0 0 81 36 1 68 34 2 29 56 0 94 78 2 82 71 3 18 79 2 93 97 2 106 0 0 70 56 3 104 60 2 59 91 2 106 20 4 57 49 0 88 110 1 114 59 4 62 80 4 59 95 4 86 62 2 82 105 0 42 42 2 113 117 0 100 54 3 110 123 0 119 22 3 76 107 0 84 37 3 125 61 0 120 122 4 49 83 0 119 12 2 78 46 3 27 124 4 65 87 4 117 93 0 127 138 0 89 99 3 113 123 4 70 90 0 107 123 2 55 109 2 102 132 0 2 64 3 116 107 0 ,
9,295.87500000,312.00000000,284.00000000,'0 4 4 2 5 3 2 5 4 1 5 4 5 5 0 0 2 2 2 3 0 6 4 1 0 0 0 4 3 0 4 1 3 1 1 3 16 18 0 11 12 0 17 9 0 0 17 3 9 18 3 13 14 2 15 8 2 13 7 3 16 12 0 4 15 0 14 14 2 10 10 4 28 21 0 28 25 3 5 26 2 28 10 2 30 21 0 25 29 0 25 24 0 29 3 1 22 14 4 16 16 4 12 4 1 29 9 4 7 34 4 33 42 2 25 7 3 36 41 4 17 29 4 35 25 0 7 9 0 40 21 4 25 21 0 32 36 2 28 13 3 35 35 0 1 41 2 37 24 0 20 45 2 52 43 4 30 20 3 30 22 1 6 15 1 26 48 4 53 40 1 28 50 4 48 35 0 31 38 2 7 29 2 44 59 4 66 54 4 18 64 3 33 54 2 27 32 4 59 59 4 59 49 0 43 19 0 23 21 0 20 51 4 61 17 3 59 34 1 69 19 1 68 78 4 52 53 4 36 45 3 44 3 0 64 68 1 63 78 4 61 65 4 26 51 4 41 72 4 47 39 2 88 69 4 62 33 1 24 85 0 41 81 0 25 14 4 86 76 0 38 88 3 18 49 4 81 57 3 53 64 2 27 70 3 61 53 3 99 68 0 77 93 3 102 89 3 44 72 1 67 0 0 81 36 1 68 34 2 29 56 0 94 78 2 82 71 3 18 79 2 93 97 2 106 0 0 70 56 3 104 60 2 59 91 2 106 20 4 57 49 0 88 110 1 114 59 4 62 80 4 59 95 4 86 62 2 82 105 0 42 42 2 113 117 0 100 54 3 110 123 0 119 22 3 76 107 0 84 37 3 125 61 0 120 122 4 49 83 0 119 12 2 78 46 3 27 124 4 65 87 4 117 93 0 127 138 0 89 99 3 113 123 4 70 90 0 107 123 2 55 109 2 102 132 0 2 64 3 116 107 0 ,
